,created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet,FechaFormato
168,Tue Feb 23 03:21:36 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@FROS1961 @ecuarauz #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz… https://t.co/Yz22tlRvTA,,0,@fros1961 @ecuarauz #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz…, fros1961  ecuarauz  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz ,Feb-23
169,Tue Feb 23 03:19:57 +0000 2021,HIC ET NUNC,RT @johnnyandino1: @LassoGuillermo @anabella2586 #LassoPresidente2021 https://t.co/QooQorwqyo,,3,rt @johnnyandino1 @lassoguillermo @anabella2586 #lassopresidente2021,rt  johnnyandino1  lassoguillermo  anabella2586  lassopresidente2021,Feb-23
170,Tue Feb 23 03:16:39 +0000 2021,MARCOS FLORES C Ⓜ,@Aortizlemos #LassoPresidente2021 https://t.co/33IKlkzOCs,,5,@aortizlemos #lassopresidente2021, aortizlemos  lassopresidente2021,Feb-23
171,Tue Feb 23 03:14:21 +0000 2021,LUPITA AGUIRRE,"@juancadav2006 @LassoGuillermo @ecuarauz Todo, todito #LassoPresidente2021 https://t.co/LwNjGpVjN3",,0,"@juancadav2006 @lassoguillermo @ecuarauz todo, todito #lassopresidente2021", juancadav2006  lassoguillermo  ecuarauz todo  todito  lassopresidente2021,Feb-23
172,Tue Feb 23 03:03:20 +0000 2021,Jaime Ruiz B,RT @Marcosjfc7: Con esta escena ganó un Oscar el gran Al Pacino en un discurso sobre INTEGRIDAD. Los invito a mirar que Lasso es el preside…,,8,rt @marcosjfc7 escena ganó oscar gran pacino discurso integridad invito mirar lasso preside…,rt  marcosjfc7 escena ganó oscar gran pacino discurso integridad invito mirar lasso preside ,Feb-23
173,Tue Feb 23 03:02:10 +0000 2021,Carlos Pilamunga,"RT @Marcosjfc7: Para todos quienes creyeron alguna vez en el correato, para aquellos que se dan cuenta que ese modelo no funciona y solo te…",,1,"rt @marcosjfc7 creyeron alguna vez correato, aquellos dan cuenta modelo funciona solo te…",rt  marcosjfc7 creyeron alguna vez correato  aquellos dan cuenta modelo funciona solo te ,Feb-23
174,Tue Feb 23 02:55:32 +0000 2021,alberto rojas 💚👮‍♂️,"@jlestrada4257 Esta vez nadie debe votar en blanco y nulo. Todos a salvar el País, votando por @LassoGuillermo
#LassoPresidente2021",,0,"@jlestrada4257 vez nadie debe votar blanco nulo salvar país, votando @lassoguillermo #lassopresidente2021", jlestrada4257 vez nadie debe votar blanco nulo salvar país  votando  lassoguillermo  lassopresidente2021,Feb-23
175,Tue Feb 23 02:53:05 +0000 2021,J  Andino,@LassoGuillermo A todos menos a los corruptos #LassoPresidente2021 https://t.co/6hP59RuHPS,,1,@lassoguillermo menos corruptos #lassopresidente2021, lassoguillermo menos corruptos  lassopresidente2021,Feb-23
176,Tue Feb 23 02:51:00 +0000 2021,J  Andino,@LassoGuillermo @anabella2586 #LassoPresidente2021 https://t.co/QooQorwqyo,,3,@lassoguillermo @anabella2586 #lassopresidente2021, lassoguillermo  anabella2586  lassopresidente2021,Feb-23
177,Tue Feb 23 02:49:29 +0000 2021,J  Andino,@LassoGuillermo @ecuavisa #LassoPresidente2021 no mas corruptos en Ecuador https://t.co/UjsS4fd1hU,,0,@lassoguillermo @ecuavisa #lassopresidente2021 mas corruptos ecuador, lassoguillermo  ecuavisa  lassopresidente2021 mas corruptos ecuador,Feb-23
178,Tue Feb 23 02:48:27 +0000 2021,J  Andino,@LassoGuillermo @ABorreroVega #LassoPresidente2021 https://t.co/yts02LrUAN,,0,@lassoguillermo @aborrerovega #lassopresidente2021, lassoguillermo  aborrerovega  lassopresidente2021,Feb-23
179,Tue Feb 23 02:40:45 +0000 2021,Carolina Sánchez H.,🏳Acompañamos a nuestro líder @LassoGuillermo a la primera Rueda de Prensa como candidato oficial a la Segunda Vuelt… https://t.co/besP5nj3ej,,13,🏳acompañamos líder @lassoguillermo primera rueda prensa candidato oficial segunda vuelt…, acompañamos líder  lassoguillermo primera rueda prensa candidato oficial segunda vuelt ,Feb-23
180,Tue Feb 23 02:40:08 +0000 2021,🚀,No problem...esos sinvergüenzas no tienen seguidores. #LassoPresidente2021 https://t.co/SM4FvHSX1K,,0,problemesos sinvergüenzas seguidores #lassopresidente2021,problemesos sinverg enzas seguidores  lassopresidente2021,Feb-23
181,Tue Feb 23 02:26:40 +0000 2021,El Ecuador del Encuentro,#LassoPresidente2021 https://t.co/iC8LgG0SsY,,0,#lassopresidente2021, lassopresidente2021,Feb-23
182,Tue Feb 23 02:26:27 +0000 2021,El Ecuador del Encuentro,a pocos minutos... #LassoPresidente2021 https://t.co/sZmDTRDwn4,,0,pocos minutos #lassopresidente2021,pocos minutos  lassopresidente2021,Feb-23
183,Tue Feb 23 02:12:37 +0000 2021,MLeonorVásconezG,@Polificcion Fantásticos !!!!  Han pasado tantos años y tal revolución solo sirvió para que los Castro se adueñen d… https://t.co/0GX55AFP6J,,1,@polificcion fantásticos pasado tantos años tal revolución solo sirvió castro adueñen d…, polificcion fantásticos pasado tantos años tal revolución solo sirvió castro adueñen d ,Feb-23
184,Tue Feb 23 01:51:09 +0000 2021,El morocho,RT @patriotaEcuador: CERRO RESTAURANT LA CANOA EN GUAYAQUIL #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #el…,,1,rt @patriotaecuador cerro restaurant canoa guayaquil #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #el…,rt  patriotaecuador cerro restaurant canoa guayaquil  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  el ,Feb-23
185,Tue Feb 23 01:31:40 +0000 2021,alberto rojas 💚👮‍♂️,"@bliemsrieder Mucha atención, bloquear a los troll's que aparecen como aliados y hablan contra @LassoGuillermo
#LassoPresidente2021",,1,"@bliemsrieder mucha atención, bloquear troll's aparecen aliados hablan @lassoguillermo #lassopresidente2021", bliemsrieder mucha atención  bloquear troll s aparecen aliados hablan  lassoguillermo  lassopresidente2021,Feb-23
186,Tue Feb 23 01:30:07 +0000 2021,Guido Moreira #No+CorruptosEnEcuador #FirmeyDigno,@jennybermeom #LassoPresidente2021 #YoConLassoHastaElFinal #FirmesyDignos #ManabiPresenteConLasso https://t.co/GnQbvGJKZW,,0,@jennybermeom #lassopresidente2021 #yoconlassohastaelfinal #firmesydignos #manabipresenteconlasso, jennybermeom  lassopresidente2021  yoconlassohastaelfinal  firmesydignos  manabipresenteconlasso,Feb-23
187,Tue Feb 23 01:24:14 +0000 2021,Jenny Bermeo M,#SeVieneElCambio #LassoPresidente2021 https://t.co/Q606guhrWZ,,0,#sevieneelcambio #lassopresidente2021, sevieneelcambio  lassopresidente2021,Feb-23
188,Tue Feb 23 01:19:32 +0000 2021,GABRIELAPALACIOS,@LassoGuillermo Señor lasso vea q todo sea legal haga verificar el sistema informático del cne ahi esta la trampa d… https://t.co/c38UTQcEPo,,0,@lassoguillermo señor lasso vea q legal haga verificar sistema informático cne ahi trampa d…, lassoguillermo señor lasso vea q legal haga verificar sistema informático cne ahi trampa d ,Feb-23
189,Tue Feb 23 01:16:49 +0000 2021,Jhonny Fernando Bonilla,#LassoPresidente2021 https://t.co/kqzgsZehGp,,0,#lassopresidente2021, lassopresidente2021,Feb-23
190,Tue Feb 23 01:05:36 +0000 2021,Steven MMAADICT,@MarcoCampaa6 @vhibague @LassoGuillermo Lasso será el próximo presidente querido borrego. Y el actual “pelele” fue… https://t.co/xOPkOIpBmV,,0,@marcocampaa6 @vhibague @lassoguillermo lasso próximo presidente querido borrego actual “pelele” fue…, marcocampaa6  vhibague  lassoguillermo lasso próximo presidente querido borrego actual  pelele  fue ,Feb-23
191,Tue Feb 23 01:04:18 +0000 2021,Jhonny Fernando Bonilla,#LassoPresidente2021 https://t.co/2OFUVH4WMs,,0,#lassopresidente2021, lassopresidente2021,Feb-23
192,Tue Feb 23 00:54:50 +0000 2021,Esteban Bernal,"Arrancamos esta segunda vuelta con todo el entusiasmo, fortaleza y optimismo 💪💪💪 

Hoy mantuvimos reuniones de plan… https://t.co/IW8LrLDFny",,22,"arrancamos segunda vuelta entusiasmo, fortaleza optimismo 💪💪💪 hoy mantuvimos reuniones plan…",arrancamos segunda vuelta entusiasmo  fortaleza optimismo     hoy mantuvimos reuniones plan ,Feb-23
193,Tue Feb 23 00:54:33 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@Martinminguchi #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz… https://t.co/kyvvmEBBNL,,0,@martinminguchi #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz…, martinminguchi  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz ,Feb-23
194,Tue Feb 23 00:52:48 +0000 2021,Rocky Quiteño,@justicevera26 @LassoGuillermo @jaimenebotsaadi #LassoPresidente2021 #CorreaesMoreno #correahijodeputa,,0,@justicevera26 @lassoguillermo @jaimenebotsaadi #lassopresidente2021 #correaesmoreno #correahijodeputa, justicevera26  lassoguillermo  jaimenebotsaadi  lassopresidente2021  correaesmoreno  correahijodeputa,Feb-23
195,Tue Feb 23 00:52:31 +0000 2021,Carlos Risueno,@LassoGuillermo A usted por tomarnos en cuenta.. Vamos con fuerza a vencer a los corruptos del corrismo.. #LassoPresidente2021,,0,@lassoguillermo usted tomarnos cuenta vamos fuerza vencer corruptos corrismo #lassopresidente2021, lassoguillermo usted tomarnos cuenta vamos fuerza vencer corruptos corrismo  lassopresidente2021,Feb-23
196,Tue Feb 23 00:51:21 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,CERRO RESTAURANT LA CANOA EN GUAYAQUIL #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/6ivYQtGmhj,,1,cerro restaurant canoa guayaquil #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…,cerro restaurant canoa guayaquil  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-23
197,Tue Feb 23 00:46:54 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,#LassoPresidente2021,,0,#lassopresidente2021, lassopresidente2021,Feb-23
198,Tue Feb 23 00:46:47 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@Marcosjfc7 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz… https://t.co/YokiT8YPV7,,0,@marcosjfc7 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz…, marcosjfc7  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz ,Feb-23
199,Tue Feb 23 00:46:40 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,#elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/v8LVG1ADpb,,2,#elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-23
200,Tue Feb 23 00:42:21 +0000 2021,César Monge Ortega,Espero llegar en las próximas horas al país y recorrer el Ecuador para consolidar el trabajo en territorio y así lo… https://t.co/3nhaHanfQE,,32,espero llegar próximas horas país recorrer ecuador consolidar trabajo territorio así lo…,espero llegar próximas horas país recorrer ecuador consolidar trabajo territorio así lo ,Feb-23
201,Tue Feb 23 00:36:50 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,#elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/jJeQfWxVuy,,1,#elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-23
202,Tue Feb 23 00:28:18 +0000 2021,Marco Izurieta C.,"Esta noche en Conclusiones, @soyfdelrincon entrevista a @LassoGuillermo La cita es a las 10 P.M., hora de ECU… https://t.co/59KpZFK2Lh",,0,"noche conclusiones, @soyfdelrincon entrevista @lassoguillermo cita 10 pm, hora ecu…",noche conclusiones   soyfdelrincon entrevista  lassoguillermo cita 10 pm  hora ecu ,Feb-23
203,Tue Feb 23 00:23:15 +0000 2021,Gaby Villarreal,"#MasterChefEcuador 
#LassoPresidente2021 https://t.co/Rv8ipLZNqh",,0,#masterchefecuador #lassopresidente2021, masterchefecuador  lassopresidente2021,Feb-23
204,Tue Feb 23 00:21:03 +0000 2021,Carmelina Santos V,@Emilian92116928 @LassoGuillermo @ecuarauz @MashiRafael #LassoPresidente2021 https://t.co/C8Sslbw0NC,,0,@emilian92116928 @lassoguillermo @ecuarauz @mashirafael #lassopresidente2021, emilian92116928  lassoguillermo  ecuarauz  mashirafael  lassopresidente2021,Feb-23
205,Tue Feb 23 00:20:43 +0000 2021,Hector  Montilla,@LassoGuillermo #LassoPresidente2021 Sabe escuchar e incluir a tod@s,,0,@lassoguillermo #lassopresidente2021 sabe escuchar incluir tod@s, lassoguillermo  lassopresidente2021 sabe escuchar incluir tod s,Feb-23
206,Tue Feb 23 00:08:20 +0000 2021,Wambririna ♦️,"RT @veranoespacial_: Bueno twiter@s ,en vista de que #LassoPresidente2021 
@LassoGuillermo pasa a 2da vuelta ... Permíteme hacer la debida…",,3,"rt @veranoespacial_ bueno twiter@s ,en vista #lassopresidente2021 @lassoguillermo pasa 2da vuelta permíteme hacer debida…",rt  veranoespacial  bueno twiter s  en vista  lassopresidente2021  lassoguillermo pasa 2da vuelta permíteme hacer debida ,Feb-23
207,Tue Feb 23 00:05:01 +0000 2021,Mónica Z.,"RT @moxiza: Atender partidarios del ""ambientalista"" @yakuperezg  y del títere @ecuarauz ! #LassoPresidente2021 https://t.co/UXbWlaJ9QS",,3,"rt @moxiza atender partidarios ""ambientalista"" @yakuperezg títere @ecuarauz #lassopresidente2021",rt  moxiza atender partidarios  ambientalista   yakuperezg títere  ecuarauz  lassopresidente2021,Feb-23
208,Tue Feb 23 00:02:23 +0000 2021,Yo Mandante,"¿Y ahora! ¿Cómo le dan la vuelta a este razonamiento?, jajaja. 

La dignidad no se vende, para salir de la pobreza… https://t.co/ZGWrOeqPu8",,6,"¿y ahora ¿cómo dan vuelta razonamiento?, jajaja dignidad vende, salir pobreza…", y ahora  cómo dan vuelta razonamiento   jajaja dignidad vende  salir pobreza ,Feb-23
209,Mon Feb 22 23:54:47 +0000 2021,Chad Ramirez,@LassoGuillermo @ecuavisa #LassoPresidente2021,,0,@lassoguillermo @ecuavisa #lassopresidente2021, lassoguillermo  ecuavisa  lassopresidente2021,Feb-22
210,Mon Feb 22 23:54:38 +0000 2021,Chad Ramirez,#LassoPresidente2021 https://t.co/3O67260xgb,,0,#lassopresidente2021, lassopresidente2021,Feb-22
211,Mon Feb 22 23:39:02 +0000 2021,Marco Rodrigo,"@SalvadorQuishpe Es falsa esa noticia, pero igual se acuerda @SalvadorQuishpe cuando Correa le humilló?… https://t.co/wKgAqeJtF5",,0,"@salvadorquishpe falsa noticia, igual acuerda @salvadorquishpe correa humilló?…", salvadorquishpe falsa noticia  igual acuerda  salvadorquishpe correa humilló  ,Feb-22
212,Mon Feb 22 23:31:24 +0000 2021,MARCOS FLORES C Ⓜ,"Para todos quienes creyeron alguna vez en el correato, para aquellos que se dan cuenta que ese modelo no funciona y… https://t.co/tN9p9UyzgX",,1,"creyeron alguna vez correato, aquellos dan cuenta modelo funciona y…",creyeron alguna vez correato  aquellos dan cuenta modelo funciona y ,Feb-22
213,Mon Feb 22 23:25:54 +0000 2021,Ernestoty,"RT @CREOEcuador: Con el 100% de las actas escrutadas, ¡Estamos en segunda vuelta!#Elecciones2021Ec #LassoPresidente2021 https://t.co/j3OBRi…",,160,"rt @creoecuador 100% actas escrutadas, segunda vuelta#elecciones2021ec #lassopresidente2021",rt  creoecuador 100  actas escrutadas  segunda vuelta elecciones2021ec  lassopresidente2021,Feb-22
214,Mon Feb 22 22:56:31 +0000 2021,Marco Izurieta C.,"#Lasso: «Estoy dispuesto a acompañar a los indígenas en su entrada a Quito, para dialogar con ellos»… https://t.co/O9gdPQWnvk",,0,"#lasso «estoy dispuesto acompañar indígenas entrada quito, dialogar ellos»…", lasso  estoy dispuesto acompañar indígenas entrada quito  dialogar ellos  ,Feb-22
215,Mon Feb 22 22:52:53 +0000 2021,Diego Ordóñez,Así arranca la campaña de segunda vuelta.  A trabajar duro para lograr el cambio. Vamos a darlo todo por el Ecuador… https://t.co/hCyGf00mbm,,273,así arranca campaña segunda vuelta trabajar duro lograr cambio vamos darlo ecuador…,así arranca campaña segunda vuelta trabajar duro lograr cambio vamos darlo ecuador ,Feb-22
216,Mon Feb 22 22:45:29 +0000 2021,Pedro Lovato,"RT @moxiza: Atender partidarios del ""ambientalista"" @yakuperezg  y del títere @ecuarauz ! #LassoPresidente2021",,3,"rt @moxiza atender partidarios ""ambientalista"" @yakuperezg títere @ecuarauz #lassopresidente2021",rt  moxiza atender partidarios  ambientalista   yakuperezg títere  ecuarauz  lassopresidente2021,Feb-22
217,Mon Feb 22 22:44:51 +0000 2021,Guido Moreira #No+CorruptosEnEcuador #FirmeyDigno,@CNNEE @antoniotapia @soyfdelrincon @LassoGuillermo @ecuarauz #LassoPresidente2021 #YoConLassoHastaElFinal… https://t.co/YhqD3x8Yh7,,3,@cnnee @antoniotapia @soyfdelrincon @lassoguillermo @ecuarauz #lassopresidente2021 #yoconlassohastaelfinal…, cnnee  antoniotapia  soyfdelrincon  lassoguillermo  ecuarauz  lassopresidente2021  yoconlassohastaelfinal ,Feb-22
218,Mon Feb 22 22:41:15 +0000 2021,César Monge Ortega,"Creemos firmemente en el diálogo, con el electorado, la ciudadanía, los actores políticos. Además de estar abiertos… https://t.co/PxOTs4vlgw",,21,"creemos firmemente diálogo, electorado, ciudadanía, actores políticos además abiertos…",creemos firmemente diálogo  electorado  ciudadanía  actores políticos además abiertos ,Feb-22
219,Mon Feb 22 22:30:06 +0000 2021,César Monge Ortega,"Empezamos ya a trabajar en una segunda vuelta, con planificación, determinación y cambios fundamentales para lograr… https://t.co/BNqaxT5Kcw",,21,"empezamos trabajar segunda vuelta, planificación, determinación cambios fundamentales lograr…",empezamos trabajar segunda vuelta  planificación  determinación cambios fundamentales lograr ,Feb-22
220,Mon Feb 22 22:23:27 +0000 2021,Antonio Tapia Blacio,"@CNNEE @soyfdelrincon @LassoGuillermo @ecuarauz Lasso la mejor opción
#LassoPresidente2021 https://t.co/WCAfAWcJHi",,0,@cnnee @soyfdelrincon @lassoguillermo @ecuarauz lasso mejor opción #lassopresidente2021, cnnee  soyfdelrincon  lassoguillermo  ecuarauz lasso mejor opción  lassopresidente2021,Feb-22
221,Mon Feb 22 22:15:38 +0000 2021,MARCOS FLORES C Ⓜ,RT @JhonnyBonilla22: #LassoPresidente2021,,1,rt @jhonnybonilla22 #lassopresidente2021,rt  jhonnybonilla22  lassopresidente2021,Feb-22
222,Mon Feb 22 22:15:23 +0000 2021,Cecilia Aguinaga,"RT @Marcosjfc7: Que gran noticia, esperemos que mas ecuatorianos se sumen a #LassoPresidente2021 🇪🇨",,2,"rt @marcosjfc7 gran noticia, esperemos mas ecuatorianos sumen #lassopresidente2021 🇪🇨",rt  marcosjfc7 gran noticia  esperemos mas ecuatorianos sumen  lassopresidente2021   ,Feb-22
223,Mon Feb 22 22:01:43 +0000 2021,Depurador De Borregos,"@JavierF99756101 @LassoGuillermo Le guste o no ovejuno, Lasso será su presidente!
#CapacidadParaCambiar… https://t.co/uQ37VeLLal",,0,"@javierf99756101 @lassoguillermo guste ovejuno, lasso presidente #capacidadparacambiar…", javierf99756101  lassoguillermo guste ovejuno  lasso presidente  capacidadparacambiar ,Feb-22
224,Mon Feb 22 21:59:07 +0000 2021,Mónica Z.,"Atender partidarios del ""ambientalista"" @yakuperezg  y del títere @ecuarauz ! #LassoPresidente2021 https://t.co/UXbWlaJ9QS",,3,"atender partidarios ""ambientalista"" @yakuperezg títere @ecuarauz #lassopresidente2021",atender partidarios  ambientalista   yakuperezg títere  ecuarauz  lassopresidente2021,Feb-22
225,Mon Feb 22 21:57:47 +0000 2021,Depurador De Borregos,"@ecuadorenvivo Todo con el binomio del cambio
#LassoPresidente2021 https://t.co/OEsGUMzYLx",,0,@ecuadorenvivo binomio cambio #lassopresidente2021, ecuadorenvivo binomio cambio  lassopresidente2021,Feb-22
226,Mon Feb 22 21:54:50 +0000 2021,Jhonny Fernando Bonilla,#LassoPresidente2021 https://t.co/XReyMIYjxv,,1,#lassopresidente2021, lassopresidente2021,Feb-22
227,Mon Feb 22 21:54:25 +0000 2021,Jhonny Fernando Bonilla,"#LassoPresidente2021 
#ElEcuadorDelEncuentro https://t.co/tUAZbobKF1",,0,#lassopresidente2021 #elecuadordelencuentro, lassopresidente2021  elecuadordelencuentro,Feb-22
228,Mon Feb 22 21:53:12 +0000 2021,Dereck,@LassoGuillermo #LassoPresidente2021 👏💪,,0,@lassoguillermo #lassopresidente2021 👏💪, lassoguillermo  lassopresidente2021   ,Feb-22
229,Mon Feb 22 21:51:04 +0000 2021,CarolinaCaleroRuiz,@LassoGuillermo Temas LGTBIQ+  Y DERECHOS DE SALUD PARA TODOS! INDEPENDIENTE DE SU ORIENTACIÓN SEXUAL. #LassoPresidente2021,,0,@lassoguillermo temas lgtbiq+ derechos salud independiente orientación sexual #lassopresidente2021, lassoguillermo temas lgtbiq  derechos salud independiente orientación sexual  lassopresidente2021,Feb-22
230,Mon Feb 22 21:48:50 +0000 2021,👑 Duane Córdova 👑,Estamos seguros que con @LassoGuillermo como presidente se abrirán las puertas del progreso para nuestro querido Ec… https://t.co/7Pbs1XkY42,,0,seguros @lassoguillermo presidente abrirán puertas progreso querido ec…,seguros  lassoguillermo presidente abrirán puertas progreso querido ec ,Feb-22
231,Mon Feb 22 21:40:06 +0000 2021,Jonathan Bajaña,Lo mejor está por venir presidente @LassoGuillermo @ABorreroVega @LassoSX #SiSePuede #LASSOPRESIDENTE… https://t.co/Lr5EYWBmIK,"{'id': '009924a469d7ace1', 'url': 'https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json', 'place_type': 'city', 'name': 'Guayaquil', 'full_name': 'Guayaquil, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-80.4676050033072, -3.06371600046572], [-79.7147810026682, -3.06371600046572], [-79.7147810026682, -1.96227400010509], [-80.4676050033072, -1.96227400010509]]]}, 'attributes': {}}",0,mejor venir presidente @lassoguillermo @aborrerovega @lassosx #sisepuede #lassopresidente…,mejor venir presidente  lassoguillermo  aborrerovega  lassosx  sisepuede  lassopresidente ,Feb-22
232,Mon Feb 22 21:28:05 +0000 2021,Carlos,RT @arieromodiug: @LassoGuillermo #LassoPresidente2021 #UneteEcuador https://t.co/2t58PGuETf,,1,rt @arieromodiug @lassoguillermo #lassopresidente2021 #uneteecuador,rt  arieromodiug  lassoguillermo  lassopresidente2021  uneteecuador,Feb-22
233,Mon Feb 22 21:20:21 +0000 2021,Guido Moreira #No+CorruptosEnEcuador #FirmeyDigno,@Patrici40930366 @LassoGuillermo @VillaFernando_ @CristinaReyesec Bingo Tabla llena al parecer👆(referirse al video)… https://t.co/aUgK1T79Qp,,0,@patrici40930366 @lassoguillermo @villafernando_ @cristinareyesec bingo tabla llena parecer👆(referirse video…, patrici40930366  lassoguillermo  villafernando   cristinareyesec bingo tabla llena parecer  referirse video ,Feb-22
234,Mon Feb 22 21:08:59 +0000 2021,MARCOS FLORES C Ⓜ,"Que gran noticia, esperemos que mas ecuatorianos se sumen a #LassoPresidente2021 🇪🇨 https://t.co/EDS02G4VgI",,2,"gran noticia, esperemos mas ecuatorianos sumen #lassopresidente2021 🇪🇨",gran noticia  esperemos mas ecuatorianos sumen  lassopresidente2021   ,Feb-22
235,Mon Feb 22 21:07:56 +0000 2021,Hugo Perez dl Puente,"Cuando se quiere, se puede 👏🏻👏🏻👏🏻👏🏻👏🏻@LassoGuillermo un ejemplo de gestión #LassoPresidente2021 https://t.co/hWstXWEsav",,0,"quiere, puede 👏🏻👏🏻👏🏻👏🏻👏🏻@lassoguillermo ejemplo gestión #lassopresidente2021",quiere  puede            lassoguillermo ejemplo gestión  lassopresidente2021,Feb-22
236,Mon Feb 22 21:05:31 +0000 2021,lojanito,"RT @con_loja: Es momento de trabajar juntos por el Ecuador del encuentro. Una nueva oportunidad empieza ahora 🙌
.
.
.
#LassoPresidente2021…",,2,rt @con_loja momento trabajar juntos ecuador encuentro nueva oportunidad empieza ahora 🙌 #lassopresidente2021…,rt  con loja momento trabajar juntos ecuador encuentro nueva oportunidad empieza ahora    lassopresidente2021 ,Feb-22
237,Mon Feb 22 21:00:46 +0000 2021,Depurador De Borregos,"@JRMurillo16 @LassoGuillermo @Presidencia_Ec Vaya con su odio a otro lado mi pana así con esa actitud no gana nada,… https://t.co/h8GOzSzkvU",,0,"@jrmurillo16 @lassoguillermo @presidencia_ec vaya odio lado pana así actitud gana nada,…", jrmurillo16  lassoguillermo  presidencia ec vaya odio lado pana así actitud gana nada  ,Feb-22
238,Mon Feb 22 21:00:13 +0000 2021,Guido Moreira #No+CorruptosEnEcuador #FirmeyDigno,@LetraLive Solo como ejemplo 3 Provincias Expliquenme esto @LetraLive  #Elecciones2021Ec  o  ¿#elFraudeEsArauz… https://t.co/028TAg72iF,,2,@letralive solo ejemplo 3 provincias expliquenme @letralive #elecciones2021ec ¿#elfraudeesarauz…, letralive solo ejemplo 3 provincias expliquenme  letralive  elecciones2021ec   elfraudeesarauz ,Feb-22
239,Mon Feb 22 20:56:12 +0000 2021,Loja con Borrero,"Es momento de trabajar juntos por el Ecuador del encuentro. Una nueva oportunidad empieza ahora 🙌
.
.
.… https://t.co/4C5uu9FEM4","{'id': '01da0f365a77a199', 'url': 'https://api.twitter.com/1.1/geo/id/01da0f365a77a199.json', 'place_type': 'city', 'name': 'Loja', 'full_name': 'Loja, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-79.546383997495, -4.51083499992033], [-79.1002749957809, -4.51083499992033], [-79.1002749957809, -3.67215600112022], [-79.546383997495, -3.67215600112022]]]}, 'attributes': {}}",2,momento trabajar juntos ecuador encuentro nueva oportunidad empieza ahora 🙌 …,momento trabajar juntos ecuador encuentro nueva oportunidad empieza ahora    ,Feb-22
240,Mon Feb 22 20:53:53 +0000 2021,Depurador De Borregos,"@jccmcdaleo @LassoGuillermo Vaya con ese tema viejo a otro lado, Velazco no así pudo llamar la atención, con malas… https://t.co/WQv6gZf0Xf",,0,"@jccmcdaleo @lassoguillermo vaya tema viejo lado, velazco así pudo llamar atención, malas…", jccmcdaleo  lassoguillermo vaya tema viejo lado  velazco así pudo llamar atención  malas ,Feb-22
