,created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet,FechaFormato
503,Sun Feb 21 17:12:01 +0000 2021,E Pluribus Unum!,"RT @WillyMendoza12: @MrLinkEc La corrupción, por eso se lucha, el cambio debe ser pronto #LassoPresidente2021",,1,"rt @willymendoza12 @mrlinkec corrupción, lucha, cambio debe ser pronto #lassopresidente2021",rt  willymendoza12  mrlinkec corrupción  lucha  cambio debe ser pronto  lassopresidente2021,Feb-21
504,Sun Feb 21 17:11:52 +0000 2021,E Pluribus Unum!,"RT @LupAguirre: @JuanCar37967742 @magusreyes @ElRebeldeEc @LassoGuillermo @LassoSX @JOSEBORREROM @CESARTERANPACH1 Fusión demócrata.
#LassoP…",,1,rt @lupaguirre @juancar37967742 @magusreyes @elrebeldeec @lassoguillermo @lassosx @joseborrerom @cesarteranpach1 fusión demócrata #lassop…,rt  lupaguirre  juancar37967742  magusreyes  elrebeldeec  lassoguillermo  lassosx  joseborrerom  cesarteranpach1 fusión demócrata  lassop ,Feb-21
505,Sun Feb 21 17:11:49 +0000 2021,E Pluribus Unum!,"RT @viviana_kcm: Estamos consientes de que Arauz no obtuvo ningún voto POR MERITO PROPIO DE EL, no podemos dejar de el #correismo continúe…",,1,"rt @viviana_kcm consientes arauz obtuvo ningún voto merito propio el, podemos dejar #correismo continúe…",rt  viviana kcm consientes arauz obtuvo ningún voto merito propio el  podemos dejar  correismo continúe ,Feb-21
506,Sun Feb 21 17:11:39 +0000 2021,E Pluribus Unum!,"RT @ControversiaWeb: #Internacional | Termina escrutinio en #Ecuador : Arauz y Lasso a la cabeza 

https://t.co/qNQZPFIRSt

#ArauzPresident…",,1,rt @controversiaweb #internacional | termina escrutinio #ecuador arauz lasso cabeza #arauzpresident…,rt  controversiaweb  internacional   termina escrutinio  ecuador arauz lasso cabeza  arauzpresident ,Feb-21
507,Sun Feb 21 17:11:30 +0000 2021,E Pluribus Unum!,"RT @DepuradorB: @JuanDelgac @Maria_Ma12 @angiegomeza @DrJuanCZevallos @Guillermolasso No más continuismo del Correismo.
#LassoPresidente202…",,1,rt @depuradorb @juandelgac @maria_ma12 @angiegomeza @drjuanczevallos @guillermolasso continuismo correismo #lassopresidente202…,rt  depuradorb  juandelgac  maria ma12  angiegomeza  drjuanczevallos  guillermolasso continuismo correismo  lassopresidente202 ,Feb-21
508,Sun Feb 21 17:11:15 +0000 2021,E Pluribus Unum!,"RT @WillyMendoza12: @diegomelorib El cambio es ahora, la unidad hará que esto sea real! #LassoPresidente2021",,1,"rt @willymendoza12 @diegomelorib cambio ahora, unidad hará real #lassopresidente2021",rt  willymendoza12  diegomelorib cambio ahora  unidad hará real  lassopresidente2021,Feb-21
509,Sun Feb 21 17:11:11 +0000 2021,E Pluribus Unum!,RT @johnnyandino1: @masusanar #LassoPresidente2021,,1,rt @johnnyandino1 @masusanar #lassopresidente2021,rt  johnnyandino1  masusanar  lassopresidente2021,Feb-21
510,Sun Feb 21 17:11:09 +0000 2021,E Pluribus Unum!,"RT @PatriciaBaque16: Solo aquel que ama verdaderamente a los suyos, entenderá el significado de esta foto...""Amor y protección con sólidas…",,4,"rt @patriciabaque16 solo aquel ama verdaderamente suyos, entenderá significado foto""amor protección sólidas…",rt  patriciabaque16 solo aquel ama verdaderamente suyos  entenderá significado foto amor protección sólidas ,Feb-21
511,Sun Feb 21 17:11:00 +0000 2021,E Pluribus Unum!,"RT @Elamarela1: @Amapodelimperio @LFC014 @LassoGuillermo @yakuperezg Con Lasso presidente! El cambio ya se siente 🇪🇨💪💪💪
#ElEcuadorDelEncuen…",,1,rt @elamarela1 @amapodelimperio @lfc014 @lassoguillermo @yakuperezg lasso presidente cambio 🇪🇨💪💪💪 #elecuadordelencuen…,rt  elamarela1  amapodelimperio  lfc014  lassoguillermo  yakuperezg lasso presidente cambio        elecuadordelencuen ,Feb-21
512,Sun Feb 21 17:10:56 +0000 2021,E Pluribus Unum!,"RT @juancandradecr: #Ecuador #Cambio
#LassoPresidente2021",,1,rt @juancandradecr #ecuador #cambio #lassopresidente2021,rt  juancandradecr  ecuador  cambio  lassopresidente2021,Feb-21
513,Sun Feb 21 17:10:48 +0000 2021,E Pluribus Unum!,"RT @ramos_orbe: @Elamarela1 @EcuadeC @JuanDelgac @mariomartire @LassoGuillermo ¿qué se le va ha hacer?, lo bueno es que las cuentas falsas…",,1,"rt @ramos_orbe @elamarela1 @ecuadec @juandelgac @mariomartire @lassoguillermo ¿qué va hacer?, bueno cuentas falsas…",rt  ramos orbe  elamarela1  ecuadec  juandelgac  mariomartire  lassoguillermo  qué va hacer   bueno cuentas falsas ,Feb-21
514,Sun Feb 21 17:10:43 +0000 2021,E Pluribus Unum!,RT @dlesmesfajardo: Ahora lo importante es que los ecuatorianos entiendan que el futuro del Ecuador depende de elegir al presidente que sea…,,1,rt @dlesmesfajardo ahora importante ecuatorianos entiendan futuro ecuador depende elegir presidente sea…,rt  dlesmesfajardo ahora importante ecuatorianos entiendan futuro ecuador depende elegir presidente sea ,Feb-21
515,Sun Feb 21 17:10:29 +0000 2021,E Pluribus Unum!,"RT @TattyCanPo: @LassoGE @cnegobec @LassoGuillermo 😊
#LassoPresidente2021
https://t.co/hk95qKp51y",,2,rt @tattycanpo @lassoge @cnegobec @lassoguillermo 😊 #lassopresidente2021,rt  tattycanpo  lassoge  cnegobec  lassoguillermo    lassopresidente2021,Feb-21
516,Sun Feb 21 17:10:24 +0000 2021,E Pluribus Unum!,RT @liss_torres: @LassoGE @cnegobec @LassoGuillermo Todos los que hemos venido confiando en aquellas cualidades que has descrito de tu papá…,,1,rt @liss_torres @lassoge @cnegobec @lassoguillermo venido confiando aquellas cualidades descrito papá…,rt  liss torres  lassoge  cnegobec  lassoguillermo venido confiando aquellas cualidades descrito papá ,Feb-21
517,Sun Feb 21 17:10:12 +0000 2021,E Pluribus Unum!,RT @TonnyTamayo: #lassopresidente2021 #nuncaarauznunca #yakupresidente #elecciones2021ec https://t.co/PeJR74784k,,1,rt @tonnytamayo #lassopresidente2021 #nuncaarauznunca #yakupresidente #elecciones2021ec,rt  tonnytamayo  lassopresidente2021  nuncaarauznunca  yakupresidente  elecciones2021ec,Feb-21
518,Sun Feb 21 17:10:09 +0000 2021,E Pluribus Unum!,RT @AtheneaRivas: @MLAlcivar @LassoGuillermo Solo el que trabaja dia a dia sabe lo que es llevarse con satisfacción un bocado se comida a l…,,1,rt @athenearivas @mlalcivar @lassoguillermo solo trabaja dia dia sabe llevarse satisfacción bocado comida l…,rt  athenearivas  mlalcivar  lassoguillermo solo trabaja dia dia sabe llevarse satisfacción bocado comida l ,Feb-21
519,Sun Feb 21 17:09:59 +0000 2021,E Pluribus Unum!,"RT @VictorCREO: En esta ocasión la visión será distinta, el objetivo es desterrar al Socialismo del Siglo XXI, por ello vamos a luchar minu…",,2,"rt @victorcreo ocasión visión distinta, objetivo desterrar socialismo siglo xxi, ello vamos luchar minu…",rt  victorcreo ocasión visión distinta  objetivo desterrar socialismo siglo xxi  ello vamos luchar minu ,Feb-21
520,Sun Feb 21 17:09:46 +0000 2021,E Pluribus Unum!,"RT @VictorCREO: Vamos a ""farmear"" esos likes💙.

Si conoces el término farmear eres de los míos 💥. Repitan conmigo #LassoPresidente2021.

Co…",,2,"rt @victorcreo vamos ""farmear"" likes💙 si conoces término farmear 💥 repitan conmigo #lassopresidente2021 co…",rt  victorcreo vamos  farmear  likes  si conoces término farmear   repitan conmigo  lassopresidente2021 co ,Feb-21
521,Sun Feb 21 17:09:38 +0000 2021,E Pluribus Unum!,"RT @ecuadortrend: ¿Por quién votarías en la segunda vuelta para Presidente de #Ecuador en #EleccionesEcuador2021?  🗳 🇪🇨 

#LassoPresidente2…",,2,rt @ecuadortrend ¿por quién votarías segunda vuelta presidente #ecuador #eleccionesecuador2021? 🗳 🇪🇨 #lassopresidente2…,rt  ecuadortrend  por quién votarías segunda vuelta presidente  ecuador  eleccionesecuador2021        lassopresidente2 ,Feb-21
522,Sun Feb 21 17:09:26 +0000 2021,E Pluribus Unum!,"RT @andresmunoz1981: @ecuarauz Porque no fuiste a Cuba, Venezuela o Argentina a solicitar inversiones

Vas al "" Imperio ""

Cínico y mitoman…",,1,"rt @andresmunoz1981 @ecuarauz cuba, venezuela argentina solicitar inversiones vas "" imperio "" cínico mitoman…",rt  andresmunoz1981  ecuarauz cuba  venezuela argentina solicitar inversiones vas   imperio   cínico mitoman ,Feb-21
523,Sun Feb 21 17:09:08 +0000 2021,E Pluribus Unum!,RT @FauLescano: @LassoGuillermo a #SegundaVuelta los que votamos por usted esperamos que el resto del país se nos una para vencer al #socia…,,1,rt @faulescano @lassoguillermo #segundavuelta votamos usted esperamos resto país vencer #socia…,rt  faulescano  lassoguillermo  segundavuelta votamos usted esperamos resto país vencer  socia ,Feb-21
524,Sun Feb 21 17:09:06 +0000 2021,E Pluribus Unum!,RT @Palabradulce1: @LassoGuillermo Hagamos tendencia!! #LassoPresidente2021,,1,rt @palabradulce1 @lassoguillermo hagamos tendencia #lassopresidente2021,rt  palabradulce1  lassoguillermo hagamos tendencia  lassopresidente2021,Feb-21
525,Sun Feb 21 17:08:38 +0000 2021,E Pluribus Unum!,"RT @cchavezbowen: Y espero que en #SegundaVuelta quede, al fin, #LassoPresidente2021 y no repitan el #fraude",,3,"rt @cchavezbowen espero #segundavuelta quede, fin, #lassopresidente2021 repitan #fraude",rt  cchavezbowen espero  segundavuelta quede  fin   lassopresidente2021 repitan  fraude,Feb-21
526,Sun Feb 21 17:08:26 +0000 2021,E Pluribus Unum!,RT @RoyerPZ: 🟡🔵🔴 Cuando la patria esta en riesgo todo esfuerzo vale la pena. Vamos TODOS UNIDOS a trabajar por #ElEcuadorDelEncuentro ✅ #El…,,3,rt @royerpz 🟡🔵🔴 patria riesgo esfuerzo vale pena vamos unidos trabajar #elecuadordelencuentro ✅ #el…,rt  royerpz     patria riesgo esfuerzo vale pena vamos unidos trabajar  elecuadordelencuentro    el ,Feb-21
527,Sun Feb 21 17:07:16 +0000 2021,E Pluribus Unum!,"RT @belenzuri: Ojalá se rompan los patrones socialistas y corruptos que han destruido Latinoamérica! Ecuador tiene una oportunidad, ojalá s…",,1,"rt @belenzuri ojalá rompan patrones socialistas corruptos destruido latinoamérica ecuador oportunidad, ojalá s…",rt  belenzuri ojalá rompan patrones socialistas corruptos destruido latinoamérica ecuador oportunidad  ojalá s ,Feb-21
528,Sun Feb 21 17:07:05 +0000 2021,E Pluribus Unum!,"RT @emanga8a: Mi Ecuador Unido por un País sin delincuencia!!!
#LassoPresidente2021 https://t.co/lm4WQlsoYR",,1,rt @emanga8a ecuador unido país delincuencia #lassopresidente2021,rt  emanga8a ecuador unido país delincuencia  lassopresidente2021,Feb-21
529,Sun Feb 21 17:06:51 +0000 2021,E Pluribus Unum!,"RT @emanga8a: @CarlosNavarroC2 #ecuadorconlasso 
#LassoPresidente2021",,1,rt @emanga8a @carlosnavarroc2 #ecuadorconlasso #lassopresidente2021,rt  emanga8a  carlosnavarroc2  ecuadorconlasso  lassopresidente2021,Feb-21
530,Sun Feb 21 17:06:32 +0000 2021,E Pluribus Unum!,"RT @ricsac: @AP_Kost Y luego dicen #LassoPresidente2021, total ese es su cerebro",,1,"rt @ricsac @ap_kost luego dicen #lassopresidente2021, total cerebro",rt  ricsac  ap kost luego dicen  lassopresidente2021  total cerebro,Feb-21
531,Sun Feb 21 17:06:27 +0000 2021,E Pluribus Unum!,RT @Muscle35ec: #LassoPresidente2021,,1,rt @muscle35ec #lassopresidente2021,rt  muscle35ec  lassopresidente2021,Feb-21
532,Sun Feb 21 17:06:23 +0000 2021,E Pluribus Unum!,"RT @ivanvillegas96: Quien quedará la segunda vuelta para Presidente/Vicepresidente 2021
#LassoPresidente2021",,1,rt @ivanvillegas96 quedará segunda vuelta presidente/vicepresidente 2021 #lassopresidente2021,rt  ivanvillegas96 quedará segunda vuelta presidente vicepresidente 2021  lassopresidente2021,Feb-21
533,Sun Feb 21 17:06:09 +0000 2021,E Pluribus Unum!,"RT @ivanvillegas96: Ya es oficial. Estamos en segunda vuelta🙏🙇😇🤟😎
@LassoGuillermo @MLAlcivar @LassoSX @LassoGE @jlassoalcivar @ABorreroVega…",,1,rt @ivanvillegas96 oficial segunda vuelta🙏🙇😇🤟😎 @lassoguillermo @mlalcivar @lassosx @lassoge @jlassoalcivar @aborrerovega…,rt  ivanvillegas96 oficial segunda vuelta       lassoguillermo  mlalcivar  lassosx  lassoge  jlassoalcivar  aborrerovega ,Feb-21
534,Sun Feb 21 17:06:06 +0000 2021,E Pluribus Unum!,"RT @GaiborAugusto: Arrancamos la segunda vuelta electoral. En unidad venceremos a la miseria, la pobreza y la corrupción socialista. Vamos…",,1,"rt @gaiboraugusto arrancamos segunda vuelta electoral unidad venceremos miseria, pobreza corrupción socialista vamos…",rt  gaiboraugusto arrancamos segunda vuelta electoral unidad venceremos miseria  pobreza corrupción socialista vamos ,Feb-21
535,Sun Feb 21 17:06:02 +0000 2021,E Pluribus Unum!,RT @IsaR2019: @Pierojosue17 @marcelaguinaga @ecuarauz Esperar que en 4 años hagan lo que no hicieron en 14? Que empresa a administrado Arau…,,1,rt @isar2019 @pierojosue17 @marcelaguinaga @ecuarauz esperar 4 años hagan hicieron 14? empresa administrado arau…,rt  isar2019  pierojosue17  marcelaguinaga  ecuarauz esperar 4 años hagan hicieron 14  empresa administrado arau ,Feb-21
536,Sun Feb 21 17:05:00 +0000 2021,𝔊𝔞𝔟𝔶𝔩𝔲 🍀,Me uno! Yo ofrezco una limpieza dental GRATIS a todo aquel que traiga una foto suya con la papeleta de su voto por… https://t.co/ooed0ilkpc,,3,ofrezco limpieza dental gratis aquel traiga foto papeleta voto por…,ofrezco limpieza dental gratis aquel traiga foto papeleta voto por ,Feb-21
537,Sun Feb 21 17:03:01 +0000 2021,IsaR,Quieres hacer campaña por el bien del país? Para cambiar la cambiar la opinión de alguien que piensa diferente... d… https://t.co/GiNxHTzVml,,3,quieres hacer campaña bien país? cambiar cambiar opinión alguien piensa diferente d…,quieres hacer campaña bien país  cambiar cambiar opinión alguien piensa diferente d ,Feb-21
538,Sun Feb 21 16:37:02 +0000 2021,IsaR,@Pierojosue17 @marcelaguinaga @ecuarauz Esperar que en 4 años hagan lo que no hicieron en 14? Que empresa a adminis… https://t.co/rLLUlGqsFB,,1,@pierojosue17 @marcelaguinaga @ecuarauz esperar 4 años hagan hicieron 14? empresa adminis…, pierojosue17  marcelaguinaga  ecuarauz esperar 4 años hagan hicieron 14  empresa adminis ,Feb-21
539,Sun Feb 21 16:30:17 +0000 2021,Augusto Gaibör,"Arrancamos la segunda vuelta electoral. En unidad venceremos a la miseria, la pobreza y la corrupción socialista. V… https://t.co/O1tA8FDJkc","{'id': '00369f433aca083b', 'url': 'https://api.twitter.com/1.1/geo/id/00369f433aca083b.json', 'place_type': 'city', 'name': 'Ibarra', 'full_name': 'Ibarra, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-78.4558660042561, 0.156924999872037], [-77.9622609954487, 0.156924999872037], [-77.9622609954487, 0.8757799991460931], [-78.4558660042561, 0.8757799991460931]]]}, 'attributes': {}}",1,"arrancamos segunda vuelta electoral unidad venceremos miseria, pobreza corrupción socialista v…",arrancamos segunda vuelta electoral unidad venceremos miseria  pobreza corrupción socialista v ,Feb-21
540,Sun Feb 21 16:21:44 +0000 2021,Ivan Villegas Gualli,"Ya es oficial. Estamos en segunda vuelta🙏🙇😇🤟😎
@LassoGuillermo @MLAlcivar @LassoSX @LassoGE @jlassoalcivar… https://t.co/HSvsmJ3QyF",,1,oficial segunda vuelta🙏🙇😇🤟😎 @lassoguillermo @mlalcivar @lassosx @lassoge @jlassoalcivar…,oficial segunda vuelta       lassoguillermo  mlalcivar  lassosx  lassoge  jlassoalcivar ,Feb-21
541,Sun Feb 21 16:20:35 +0000 2021,Juan Pablo Hidalgo,"A las 2:45Am se CONFIRMÓ que @LassoGuillermo va a segunda vuelta.

¡La voluntad popular ha sido respetada y… https://t.co/YduLSyXVDI",,52,245am confirmó @lassoguillermo va segunda vuelta voluntad popular sido respetada y…,245am confirmó  lassoguillermo va segunda vuelta voluntad popular sido respetada y ,Feb-21
542,Sun Feb 21 16:18:18 +0000 2021,Ivan Villegas Gualli,"Quien quedará la segunda vuelta para Presidente/Vicepresidente 2021
#LassoPresidente2021",,1,quedará segunda vuelta presidente/vicepresidente 2021 #lassopresidente2021,quedará segunda vuelta presidente vicepresidente 2021  lassopresidente2021,Feb-21
543,Sun Feb 21 16:03:11 +0000 2021,Muscle35,#LassoPresidente2021 https://t.co/yn6hltWG7L,,1,#lassopresidente2021, lassopresidente2021,Feb-21
544,Sun Feb 21 15:54:51 +0000 2021,Martin Salvador,"Ahora pasemos del ""deberían hacer esto"" al ""hagamos esto"" juntos en #2daVuelta
#LassoPresidente2021","{'id': '00369f433aca083b', 'url': 'https://api.twitter.com/1.1/geo/id/00369f433aca083b.json', 'place_type': 'city', 'name': 'Ibarra', 'full_name': 'Ibarra, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-78.4558660042561, 0.156924999872037], [-77.9622609954487, 0.156924999872037], [-77.9622609954487, 0.8757799991460931], [-78.4558660042561, 0.8757799991460931]]]}, 'attributes': {}}",5,"ahora pasemos ""deberían hacer esto"" ""hagamos esto"" juntos #2davuelta #lassopresidente2021",ahora pasemos  deberían hacer esto   hagamos esto  juntos  2davuelta  lassopresidente2021,Feb-21
545,Sun Feb 21 15:52:16 +0000 2021,Ricardo Sanchez Carrillo.,"@AP_Kost Y luego dicen #LassoPresidente2021, total ese es su cerebro",,1,"@ap_kost luego dicen #lassopresidente2021, total cerebro", ap kost luego dicen  lassopresidente2021  total cerebro,Feb-21
546,Sun Feb 21 15:51:57 +0000 2021,Jhonny Fernando Bonilla,#LassoPresidente2021 https://t.co/cnOnnISH9K,,4,#lassopresidente2021, lassopresidente2021,Feb-21
547,Sun Feb 21 15:50:30 +0000 2021,Bloque Legislativo CREO 21,"RT @CREOEcuador: ¡Ya están en #Ecuador las 3 actas correspondientes a la dignidad de Presidente/Vicepresidente 

En minutos daremos inicio…",,23,rt @creoecuador #ecuador 3 actas correspondientes dignidad presidente/vicepresidente minutos daremos inicio…,rt  creoecuador  ecuador 3 actas correspondientes dignidad presidente vicepresidente minutos daremos inicio ,Feb-21
548,Sun Feb 21 15:45:21 +0000 2021,Ludovico.™,"Ahora sí es oficial. 
#LassoPresidente2021",,5,ahora oficial #lassopresidente2021,ahora oficial  lassopresidente2021,Feb-21
549,Sun Feb 21 15:44:30 +0000 2021,Juan Fernando Flores,"¡Es OFICIAL! &gt; Estamos en 2da vuelta junto a @LassoGuillermo y @ABorreroVega 👏👏👏

Ayer el @CNEgobEC 🗳 proclamó los… https://t.co/2Ga5Oqy0e3","{'id': '0177bc687a9ac697', 'url': 'https://api.twitter.com/1.1/geo/id/0177bc687a9ac697.json', 'place_type': 'city', 'name': 'Quito', 'full_name': 'Quito, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-78.948465999276, -0.5886180004696481], [-78.1648970044175, -0.5886180004696481], [-78.1648970044175, 0.25547699945887903], [-78.948465999276, 0.25547699945887903]]]}, 'attributes': {}}",16,oficial &gt 2da vuelta junto @lassoguillermo @aborrerovega 👏👏👏 ayer @cnegobec 🗳 proclamó los…,oficial   2da vuelta junto  lassoguillermo  aborrerovega     ayer  cnegobec   proclamó los ,Feb-21
550,Sun Feb 21 15:39:18 +0000 2021,M 8a,"@CarlosNavarroC2 #ecuadorconlasso 
#LassoPresidente2021",,1,@carlosnavarroc2 #ecuadorconlasso #lassopresidente2021, carlosnavarroc2  ecuadorconlasso  lassopresidente2021,Feb-21
551,Sun Feb 21 15:38:38 +0000 2021,Andrea Arroyo Ruiz,#LassoPresidente2021 🇪🇨💪🏻 https://t.co/LI2Irwzl7I,,18,#lassopresidente2021 🇪🇨💪🏻, lassopresidente2021     ,Feb-21
552,Sun Feb 21 15:32:11 +0000 2021,CREO Panamá,"Estamos oficialmente en segunda vuelta, desde este momento concentraremos todos nuestros esfuerzos para ir en busca… https://t.co/7ZKuVd0Q9e",,9,"oficialmente segunda vuelta, momento concentraremos esfuerzos ir busca…",oficialmente segunda vuelta  momento concentraremos esfuerzos ir busca ,Feb-21
