created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet
Fri Feb 19 16:46:37 +0000 2021,JULES💋✨,#YakuPerez es la fiel muestra de que toda mierda flota. #Fin,,0,#yakuperez fiel muestra toda mierda flota #fin, yakuperez fiel muestra toda mierda flota  fin
Fri Feb 19 16:45:56 +0000 2021,PrimeraPlanaECU,"#YakuPérez ofreció disculpas por sus declaraciones desde la sede de @PKnacional18  :""Me salió la indignación, human… https://t.co/n106NAVHAd",,13,"#yakupérez ofreció disculpas declaraciones sede @pknacional18 ""me salió indignación, human…", yakupérez ofreció disculpas declaraciones sede  pknacional18  me salió indignación  human 
Fri Feb 19 16:42:58 +0000 2021,Jose L. Vera Reino,@soyfdelrincon #YakuPerez pensó salir como victima y no supo manejar adecuadamente lo q pedía.  El no puede hacer l… https://t.co/GxBl6Thh3W,,0,@soyfdelrincon #yakuperez pensó salir victima supo manejar adecuadamente q pedía puede hacer l…, soyfdelrincon  yakuperez pensó salir victima supo manejar adecuadamente q pedía puede hacer l 
Fri Feb 19 16:31:11 +0000 2021,Fernando Del Rincon,Yaku Pérez busca recuperar votos por la vía legal https://t.co/iJ6E8rDVbU via @soyfdelrincon #YakuPerez #Ecuador #EleccionesEcuador2021 #RT,,19,yaku pérez busca recuperar votos vía legal via @soyfdelrincon #yakuperez #ecuador #eleccionesecuador2021 #rt,yaku pérez busca recuperar votos vía legal via  soyfdelrincon  yakuperez  ecuador  eleccionesecuador2021  rt
Fri Feb 19 16:30:51 +0000 2021,LINCE,"Por Pérdida de #Elecciones vendo #disfrazDeIndio
Informes donde el guartambel @yakuperezg 
#YakuPérez… https://t.co/epvD3T0HaS",,0,pérdida #elecciones vendo #disfrazdeindio informes guartambel @yakuperezg #yakupérez…,pérdida  elecciones vendo  disfrazdeindio informes guartambel  yakuperezg  yakupérez 
Fri Feb 19 16:30:23 +0000 2021,@trenecuador,#YakuPerez No convence a las bases Indígenas el único qué lo sostiene es Marlon Santi en su afán de Gobernabilidad… https://t.co/JuwOrRCYHy,,0,#yakuperez convence bases indígenas único sostiene marlon santi afán gobernabilidad…, yakuperez convence bases indígenas único sostiene marlon santi afán gobernabilidad 
Fri Feb 19 16:30:17 +0000 2021,Fernando Del Rincon,Yaku Pérez asegura que la marcha indígena es pacífica https://t.co/zeI8Xhp5RO via @soyfdelrincon #YakuPerez… https://t.co/d71m2OvlHQ,,7,yaku pérez asegura marcha indígena pacífica via @soyfdelrincon #yakuperez…,yaku pérez asegura marcha indígena pacífica via  soyfdelrincon  yakuperez 
Fri Feb 19 16:13:52 +0000 2021,Cristiana Romero,RT @ecuadorenvivo: Estrecho margen de resultados entre #GuillermoLasso y #YakuPérez complicó proceso electoral https://t.co/ryfTJtCPjP - @c…,,9,rt @ecuadorenvivo estrecho margen resultados #guillermolasso #yakupérez complicó proceso electoral @c…,rt  ecuadorenvivo estrecho margen resultados  guillermolasso  yakupérez complicó proceso electoral  c 
Fri Feb 19 16:02:06 +0000 2021,ecuadorenvivo,Estrecho margen de resultados entre #GuillermoLasso y #YakuPérez complicó proceso electoral https://t.co/ryfTJtCPjP… https://t.co/ATZIF1xHl1,,9,estrecho margen resultados #guillermolasso #yakupérez complicó proceso electoral,estrecho margen resultados  guillermolasso  yakupérez complicó proceso electoral
Fri Feb 19 15:44:28 +0000 2021,Pablo Villacís,Yaku Pérez pide disculpas por sus inapropiadas declaraciones. #YakuPerez. Exactamente cuáles serían? Decirle ladrón… https://t.co/55uzvhOcBX,,0,yaku pérez pide disculpas inapropiadas declaraciones #yakuperez exactamente cuáles serían? decirle ladrón…,yaku pérez pide disculpas inapropiadas declaraciones  yakuperez exactamente cuáles serían  decirle ladrón 
Fri Feb 19 15:32:06 +0000 2021,NTDA,"@yakuperezg Pensé en algún momento que era diferente y que votaría ahora o un futuro  por Ud, pero luego de las dec… https://t.co/OVBFZxwPtZ",,1,"@yakuperezg pensé algún momento diferente votaría ahora futuro ud, luego dec…", yakuperezg pensé algún momento diferente votaría ahora futuro ud  luego dec 
Fri Feb 19 15:17:52 +0000 2021,Ximena Baño,"Juez acepta a trámite y convoca a audiencia para ""Acción de Protección con medida cautelar"" relacionada con el proc… https://t.co/n45Q4VvnTr",,7,"juez acepta trámite convoca audiencia ""acción protección medida cautelar"" relacionada proc…",juez acepta trámite convoca audiencia  acción protección medida cautelar  relacionada proc 
Fri Feb 19 15:03:27 +0000 2021,LaReinaDeNarnia 🌹,"Doble Moral, versión #YakuPerez https://t.co/SojUqQcYWR",,14,"doble moral, versión #yakuperez",doble moral  versión  yakuperez
Fri Feb 19 14:48:09 +0000 2021,Alexander Khando,RT @victorcando1984: Alguien que me explique el ausentismo debe ser constante en todas las dignidades por que la variación #CNEInforma #Ele…,,1,rt @victorcando1984 alguien explique ausentismo debe ser constante todas dignidades variación #cneinforma #ele…,rt  victorcando1984 alguien explique ausentismo debe ser constante todas dignidades variación  cneinforma  ele 
Fri Feb 19 14:47:28 +0000 2021,Peke,"RT @shababaty: #YakuPerez exige que se respete el acuerdo que hizo, cito: 

con ""la mafia de Alcapone"",
con un ""delincuente"",
un ""asesino d…",,13,"rt @shababaty #yakuperez exige respete acuerdo hizo, cito ""la mafia alcapone"", ""delincuente"", ""asesino d…",rt  shababaty  yakuperez exige respete acuerdo hizo  cito  la mafia alcapone    delincuente    asesino d 
Fri Feb 19 14:46:42 +0000 2021,VICTOR CANDO,Alguien que me explique el ausentismo debe ser constante en todas las dignidades por que la variación #CNEInforma… https://t.co/99c7QoMLte,,1,alguien explique ausentismo debe ser constante todas dignidades variación #cneinforma…,alguien explique ausentismo debe ser constante todas dignidades variación  cneinforma 
Fri Feb 19 14:36:11 +0000 2021,Mariuxi VO,Salado @yakuperezg #YakuPerez https://t.co/TdMa205gTm https://t.co/3hwGE9JJa0,,0,salado @yakuperezg #yakuperez,salado  yakuperezg  yakuperez
Fri Feb 19 14:35:17 +0000 2021,Juan Naranjo,Y qué versión hay de este hecho en el lado de #YakuPerez?? https://t.co/2OZSNLR4YF,,0,versión hecho lado #yakuperez??,versión hecho lado  yakuperez  
Fri Feb 19 14:25:13 +0000 2021,Diego,"Ya nadie le cree al Ecuador, ese es el legado de la revolución. Nos dejaron sin nada ni plata ni dignidad, solo aqu… https://t.co/3xzt24WlV6",,0,"nadie cree ecuador, legado revolución dejaron plata dignidad, solo aqu…",nadie cree ecuador  legado revolución dejaron plata dignidad  solo aqu 
Fri Feb 19 14:24:15 +0000 2021,Mar y Luna,"No nos dejemos engañar una vez más por un ser camaleónico. La verdad de #YakuPerez 
 https://t.co/Bzee4yPQ83",,0,dejemos engañar vez ser camaleónico verdad #yakuperez,dejemos engañar vez ser camaleónico verdad  yakuperez
Fri Feb 19 14:15:10 +0000 2021,NotiMundo,"#NACIONAL | El candidato del movimiento Pachakutik, #YakuPérez, volvió a presentar esta tarde el pedido al #CNE de… https://t.co/VgBhHu0vdp",,0,"#nacional | candidato movimiento pachakutik, #yakupérez, volvió presentar tarde pedido #cne de…", nacional   candidato movimiento pachakutik   yakupérez  volvió presentar tarde pedido  cne de 
Fri Feb 19 14:06:57 +0000 2021,El Riobambeño ™,"Los comuneros de #Chimborazo, Sierra centro, anunciaron el jueves 18 de febrero del 2021 que se sumarán a la marcha… https://t.co/BMg1Uia6Qa",,0,"comuneros #chimborazo, sierra centro, anunciaron jueves 18 febrero 2021 sumarán marcha…",comuneros  chimborazo  sierra centro  anunciaron jueves 18 febrero 2021 sumarán marcha 
Fri Feb 19 13:49:39 +0000 2021,NoticieroEcuadoradio,"Los comuneros de #Chimborazo, Sierra centro, anunciaron el jueves 18 de febrero del 2021 que se sumarán a la marcha… https://t.co/bI8lJVN3xO",,0,"comuneros #chimborazo, sierra centro, anunciaron jueves 18 febrero 2021 sumarán marcha…",comuneros  chimborazo  sierra centro  anunciaron jueves 18 febrero 2021 sumarán marcha 
Fri Feb 19 13:49:30 +0000 2021,Radio Quito,"Los comuneros de #Chimborazo, Sierra centro, anunciaron el jueves 18 de febrero del 2021 que se sumarán a la marcha… https://t.co/8hmPZaYtFO",,0,"comuneros #chimborazo, sierra centro, anunciaron jueves 18 febrero 2021 sumarán marcha…",comuneros  chimborazo  sierra centro  anunciaron jueves 18 febrero 2021 sumarán marcha 
Fri Feb 19 13:38:29 +0000 2021,Monica,"RT @ArellaProano: Cuál es el programa de gobierno de #YakuPerez y @PKnacional18  para evitar que Ecuador se parezca a #Cuba o #Venezuela ,…",,1,"rt @arellaproano cuál programa gobierno #yakuperez @pknacional18 evitar ecuador parezca #cuba #venezuela ,…",rt  arellaproano cuál programa gobierno  yakuperez  pknacional18 evitar ecuador parezca  cuba  venezuela   
Fri Feb 19 13:24:42 +0000 2021,Angel V. Tierra,"RT @CrudoEcuador11: En un principio pensé #YakuPerez gano para la segunda vuelta, después vi la reunión entre #GuillermoLasso y #YakuPerez…",,5,"rt @crudoecuador11 principio pensé #yakuperez gano segunda vuelta, después vi reunión #guillermolasso #yakuperez…",rt  crudoecuador11 principio pensé  yakuperez gano segunda vuelta  después vi reunión  guillermolasso  yakuperez 
Fri Feb 19 13:00:05 +0000 2021,Ermel Rosario,"👺1/2 METRO DECEPCIONADO POR FICCIÓN DE YAKU PÉREZ, YA NO SE VA AL PÁRAMO👹👹
#NiUnVotoALaDerecha 
Carlos Vera dice qu… https://t.co/64d5ugwazb",,21,"👺1/2 metro decepcionado ficción yaku pérez, va páramo👹👹 #niunvotoaladerecha carlos vera dice qu…", 1 2 metro decepcionado ficción yaku pérez  va páramo    niunvotoaladerecha carlos vera dice qu 
Fri Feb 19 12:45:03 +0000 2021,EcuaBot,"RT @ALAIinfo: 🔴""De pasar #YakuPérez a la segunda vuelta, se abre una puerta para pensar #Ecuador🇪🇨 más allá del caudillismo estadocéntrico…",,1,"rt @alaiinfo 🔴""de pasar #yakupérez segunda vuelta, abre puerta pensar #ecuador🇪🇨 allá caudillismo estadocéntrico…",rt  alaiinfo   de pasar  yakupérez segunda vuelta  abre puerta pensar  ecuador   allá caudillismo estadocéntrico 
Fri Feb 19 12:45:00 +0000 2021,ALAI,"🔴""De pasar #YakuPérez a la segunda vuelta, se abre una puerta para pensar #Ecuador🇪🇨 más allá del caudillismo estad… https://t.co/tjkJ1j8Ne2",,1,"🔴""de pasar #yakupérez segunda vuelta, abre puerta pensar #ecuador🇪🇨 allá caudillismo estad…",  de pasar  yakupérez segunda vuelta  abre puerta pensar  ecuador   allá caudillismo estad 
Fri Feb 19 12:26:42 +0000 2021,Monica,Cuál es el programa de gobierno de #YakuPerez y @PKnacional18  para evitar que Ecuador se parezca a #Cuba o… https://t.co/q4OtKhfyxy,,1,cuál programa gobierno #yakuperez @pknacional18 evitar ecuador parezca #cuba o…,cuál programa gobierno  yakuperez  pknacional18 evitar ecuador parezca  cuba o 
Fri Feb 19 12:00:13 +0000 2021,XIMENA,RT @DDarquea: Penoso el discurso de #YakuPérez. Necesitamos líderes que nos unan no que nos dividan,,26,rt @ddarquea penoso discurso #yakupérez necesitamos líderes unan dividan,rt  ddarquea penoso discurso  yakupérez necesitamos líderes unan dividan
Fri Feb 19 11:19:09 +0000 2021,miguel diaz,RT @FabricioPalma12: @RobynsonJ @LoloMino @yakuperezg @LassoGuillermo Harto de la desinformación te adjunto las fechas de las cartas mandad…,,1,rt @fabriciopalma12 @robynsonj @lolomino @yakuperezg @lassoguillermo harto desinformación adjunto fechas cartas mandad…,rt  fabriciopalma12  robynsonj  lolomino  yakuperezg  lassoguillermo harto desinformación adjunto fechas cartas mandad 
Fri Feb 19 11:09:33 +0000 2021,J.J. Vivas Wagner,"Hace 15 días hubiera votado por #YakuPerez, pero hoy por #PinochoGuartambel.... NO PUEDO NI DEBO VOTAR !

Se olvidó… https://t.co/Ywz6evFr1c",,0,"hace 15 días votado #yakuperez, hoy #pinochoguartambel puedo debo votar olvidó…",hace 15 días votado  yakuperez  hoy  pinochoguartambel puedo debo votar olvidó 
Fri Feb 19 10:16:00 +0000 2021,@almayadeen_es,Marcha indígena exige recuento de votos en Ecuador https://t.co/fAC0FSKtHw #Ecuador #Marchaindigena #Indigena… https://t.co/k8xJHccVUb,,1,marcha indígena exige recuento votos ecuador #ecuador #marchaindigena #indigena…,marcha indígena exige recuento votos ecuador  ecuador  marchaindigena  indigena 
Fri Feb 19 10:01:56 +0000 2021,Jaime Muñoz,"RT @ecuadorenvivo: #ENVIDEO #CarlosVera: '¡Qué pena!, hemos conocido al verdadero #YakuPérez ' https://t.co/ajwfHa2Q4S @CarlosVerareal http…",,14,"rt @ecuadorenvivo #envideo #carlosvera 'qué pena, conocido verdadero #yakupérez ' @carlosverareal",rt  ecuadorenvivo  envideo  carlosvera  qué pena  conocido verdadero  yakupérez    carlosverareal
Fri Feb 19 08:15:29 +0000 2021,Duroyan Fertl,"A key figure of #Ecuador’s October 2019 anti-#austerity uprising, indigenous leader #LeonidasIza, says his organisa… https://t.co/y9BOdMFQLD",,0,"key figure of #ecuador’s october 2019 anti#austerity uprising, indigenous leader #leonidasiza, says his organisa…",key figure of  ecuador s october 2019 anti austerity uprising  indigenous leader  leonidasiza  says his organisa 
Fri Feb 19 05:41:48 +0000 2021,Kamil Paulé 🌈💚💜✊🏿✊🏽✊,@gardaserrano @salamandraec @anniecanizares @soyfdelrincon Miedo debería darles la corrupción y la deshonestidad. P… https://t.co/JfcmTbXWtc,,0,@gardaserrano @salamandraec @anniecanizares @soyfdelrincon miedo debería darles corrupción deshonestidad p…, gardaserrano  salamandraec  anniecanizares  soyfdelrincon miedo debería darles corrupción deshonestidad p 
Fri Feb 19 05:34:19 +0000 2021,Carlos Trejo morales,"RT @fabto13: Odio y resentimiento en sus expresiones #yakuperez  hace notar que el acuerdo solo sirve si gana el 2 puesto, entonces de que…",,8,"rt @fabto13 odio resentimiento expresiones #yakuperez hace notar acuerdo solo sirve si gana 2 puesto, entonces que…",rt  fabto13 odio resentimiento expresiones  yakuperez hace notar acuerdo solo sirve si gana 2 puesto  entonces que 
Fri Feb 19 04:29:27 +0000 2021,MoPa Zambrano,RT @ecuadorenvivo: Candidato #YakuPérez (PK) se dirige al #CNE a entregar el petitorio de reconteo de votos. https://t.co/A5Vlipe5j7,,5,rt @ecuadorenvivo candidato #yakupérez (pk dirige #cne entregar petitorio reconteo votos,rt  ecuadorenvivo candidato  yakupérez  pk dirige  cne entregar petitorio reconteo votos
Fri Feb 19 04:21:29 +0000 2021,Mariuxi VO,#yakuperez #yakuescorrea #IzquierdaMiserable https://t.co/nfceW1lSS1,,0,#yakuperez #yakuescorrea #izquierdamiserable, yakuperez  yakuescorrea  izquierdamiserable
Fri Feb 19 04:20:02 +0000 2021,Ameya Pratap Singh,"RT @statecraftdaily: #Ecuador’s electoral authorities suspended the recount of votes from the first round of the presidential election, dra…",,1,"rt @statecraftdaily #ecuador’s electoral authorities suspended the recount of votes from the first round of the presidential election, dra…",rt  statecraftdaily  ecuador s electoral authorities suspended the recount of votes from the first round of the presidential election  dra 
Fri Feb 19 04:13:43 +0000 2021,Zalazo,"RT @PJHCakeTrads: Déjenme entender algo, la democracia funciona así, según estoy viendo: si #YakuPerez gana entonces es proceso es transpar…",,130,"rt @pjhcaketrads déjenme entender algo, democracia funciona así, según viendo si #yakuperez gana entonces proceso transpar…",rt  pjhcaketrads déjenme entender algo  democracia funciona así  según viendo si  yakuperez gana entonces proceso transpar 
Fri Feb 19 04:12:06 +0000 2021,Zalazo,"RT @PrincesaRaza: @MaiadelC Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.
#yakuperez…",,1,"rt @princesaraza @maiadelc encuentran hacer, saben perdiendo electores pasó realidad cne #yakuperez…",rt  princesaraza  maiadelc encuentran hacer  saben perdiendo electores pasó realidad cne  yakuperez 
Fri Feb 19 04:11:31 +0000 2021,Luz de Reyes,"Oe @yakuperezg ya deja la guanchaca, te está quemando 🔥 las neuronas. 
#yakuperez #concluYAKU… https://t.co/U5caYunvcx",,0,"oe @yakuperezg deja guanchaca, quemando 🔥 neuronas #yakuperez #concluyaku…",oe  yakuperezg deja guanchaca  quemando   neuronas  yakuperez  concluyaku 
Fri Feb 19 03:55:27 +0000 2021,Miguel Rojas,"RT @TPEecuador: #Ecuador simpatizantes del candidato a la presidencia #YakuPérez  realizan movilización en las calles 9 de octubre y Chile,…",,6,"rt @tpeecuador #ecuador simpatizantes candidato presidencia #yakupérez realizan movilización calles 9 octubre chile,…",rt  tpeecuador  ecuador simpatizantes candidato presidencia  yakupérez realizan movilización calles 9 octubre chile  
Fri Feb 19 03:52:08 +0000 2021,CrudoEcuador,"En un principio pensé #YakuPerez gano para la segunda vuelta, después vi la reunión entre #GuillermoLasso y… https://t.co/S8njEr4fmc",,5,"principio pensé #yakuperez gano segunda vuelta, después vi reunión #guillermolasso y…",principio pensé  yakuperez gano segunda vuelta  después vi reunión  guillermolasso y 
Fri Feb 19 03:10:01 +0000 2021,Blanca Escala Z,"RT @JRE_Ecuador: El #FrentePopular, el @FUTtrabajadores y demas organizaciones sociales anuncian mañana acciones a tomar ante el #FraudeEle…",,1,"rt @jre_ecuador #frentepopular, @futtrabajadores demas organizaciones sociales anuncian mañana acciones tomar #fraudeele…",rt  jre ecuador  frentepopular   futtrabajadores demas organizaciones sociales anuncian mañana acciones tomar  fraudeele 
Fri Feb 19 02:41:07 +0000 2021,René Pazmiño O.,@bliemsrieder @WalterTomsich Estoy comenzando a tener tanto asco a los “zurdos” #yakuperez y #Arauz q en la calle ya no rebaso.,"{'id': '0177bc687a9ac697', 'url': 'https://api.twitter.com/1.1/geo/id/0177bc687a9ac697.json', 'place_type': 'city', 'name': 'Quito', 'full_name': 'Quito, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-78.948465999276, -0.5886180004696481], [-78.1648970044175, -0.5886180004696481], [-78.1648970044175, 0.25547699945887903], [-78.948465999276, 0.25547699945887903]]]}, 'attributes': {}}",0,@bliemsrieder @waltertomsich comenzando tener asco “zurdos” #yakuperez #arauz q calle rebaso, bliemsrieder  waltertomsich comenzando tener asco  zurdos   yakuperez  arauz q calle rebaso
Fri Feb 19 02:36:41 +0000 2021,RickyRules,"@DrDaben En el hipotético caso q hubiese pasado #yakuperez pensaba votar por él en lugar de #Arauz

Luego de escuch… https://t.co/QK6gn5DGGu",,0,@drdaben hipotético caso q pasado #yakuperez pensaba votar lugar #arauz luego escuch…, drdaben hipotético caso q pasado  yakuperez pensaba votar lugar  arauz luego escuch 
Fri Feb 19 02:33:04 +0000 2021,Diego Pancho,"Un feriado bastó para que el #correísmo compre a #yakuperez y demuestre lo frágil y falso que es su #patriotismo, s… https://t.co/mG57K0RNbI",,0,"feriado bastó #correísmo compre #yakuperez demuestre frágil falso #patriotismo, s…",feriado bastó  correísmo compre  yakuperez demuestre frágil falso  patriotismo  s 
Fri Feb 19 02:32:22 +0000 2021,Dr. Espiridion Ubaldo Guayamabe,#Abdala Bucaram es el que inca a #YakuPérez a retrasar la confirmación de #Lasso porque no quiere perder su inmunid… https://t.co/VrcbDgsyo2,,0,#abdala bucaram inca #yakupérez retrasar confirmación #lasso quiere perder inmunid…, abdala bucaram inca  yakupérez retrasar confirmación  lasso quiere perder inmunid 
Fri Feb 19 02:07:27 +0000 2021,Hasta la Victoria Siempre,"RT @EnClavePolitik: ▶️La primera vuelta presidencial en #Ecuador tiene un claro ganador, #AndrésArauz, de la revolución ciudadana. Y hasta…",,52,"rt @enclavepolitik ▶️la primera vuelta presidencial #ecuador claro ganador, #andrésarauz, revolución ciudadana hasta…",rt  enclavepolitik   la primera vuelta presidencial  ecuador claro ganador   andrésarauz  revolución ciudadana hasta 
Fri Feb 19 01:56:14 +0000 2021,tayrito,RT @alesanz_u: #Nacional || #YakuPerez se sumó a la #MarchaIndígena que partió desde #Loja y arribo está tarde a #Cuenca. Su próxima parada…,,1,rt @alesanz_u #nacional || #yakuperez sumó #marchaindígena partió #loja arribo tarde #cuenca próxima parada…,rt  alesanz u  nacional     yakuperez sumó  marchaindígena partió  loja arribo tarde  cuenca próxima parada 
Fri Feb 19 01:51:55 +0000 2021,Ale Sanz,#Nacional || #YakuPerez se sumó a la #MarchaIndígena que partió desde #Loja y arribo está tarde a #Cuenca. Su próxi… https://t.co/YwhCwgHKQX,,1,#nacional || #yakuperez sumó #marchaindígena partió #loja arribo tarde #cuenca próxi…, nacional     yakuperez sumó  marchaindígena partió  loja arribo tarde  cuenca próxi 
Fri Feb 19 01:48:45 +0000 2021,Á G O R A,"YAKU ¿REALMENTE ERES DIFERENTE?
—@Josernandez1

Dijiste que eras diferente: es el momento de demostrarlo.… https://t.co/8MpEtNFEA4",,0,yaku ¿realmente diferente? —@josernandez1 dijiste diferente momento demostrarlo…,yaku  realmente diferente    josernandez1 dijiste diferente momento demostrarlo 
Fri Feb 19 01:45:45 +0000 2021,germanya bravo 1,#ManuelaPick la novia de #YakuPerez desprecia al #cristianismo https://t.co/TpN6PiQtsp,,66,#manuelapick novia #yakuperez desprecia #cristianismo, manuelapick novia  yakuperez desprecia  cristianismo
Fri Feb 19 01:41:00 +0000 2021,Mayra Fernanda M. M.,"RT @ChullaPapa: En otros tiempos hace fuuu q se hubiera acabado de contar. Con el apagón que cosas suceden jaja 😂

#cne #eleccionesecuador2…",,1,rt @chullapapa tiempos hace fuuu q acabado contar apagón cosas suceden jaja 😂 #cne #eleccionesecuador2…,rt  chullapapa tiempos hace fuuu q acabado contar apagón cosas suceden jaja    cne  eleccionesecuador2 
Fri Feb 19 01:36:10 +0000 2021,Ferchamaria,"RT @ArellaProano: Gracias Francisco,  señor #yakuperez estuvo o no con #Iza  y #Vargas secuestrando policías en Quito ? No les hacíamos  un…",,5,"rt @arellaproano gracias francisco, señor #yakuperez #iza #vargas secuestrando policías quito ? hacíamos un…",rt  arellaproano gracias francisco  señor  yakuperez  iza  vargas secuestrando policías quito   hacíamos un 
Fri Feb 19 01:33:00 +0000 2021,WillianHerreraL,Ahí está don #yakuperez denunciado por secuestro. https://t.co/Ip3NKB3Pmk,,0,ahí don #yakuperez denunciado secuestro,ahí don  yakuperez denunciado secuestro
Fri Feb 19 01:32:35 +0000 2021,Chulla Papa,"En otros tiempos hace fuuu q se hubiera acabado de contar. Con el apagón que cosas suceden jaja 😂

#cne… https://t.co/YmVbgxtGOn","{'id': '0177bc687a9ac697', 'url': 'https://api.twitter.com/1.1/geo/id/0177bc687a9ac697.json', 'place_type': 'city', 'name': 'Quito', 'full_name': 'Quito, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-78.948465999276, -0.5886180004696481], [-78.1648970044175, -0.5886180004696481], [-78.1648970044175, 0.25547699945887903], [-78.948465999276, 0.25547699945887903]]]}, 'attributes': {}}",1,tiempos hace fuuu q acabado contar apagón cosas suceden jaja 😂 #cne…,tiempos hace fuuu q acabado contar apagón cosas suceden jaja    cne 
Fri Feb 19 01:26:59 +0000 2021,El Padrino.,"RT @Rafa7370428312: @carlosmoracaste ""Ranulfo""  hasta de chiquito era odiado el #yakuperez",,1,"rt @rafa7370428312 @carlosmoracaste ""ranulfo"" chiquito odiado #yakuperez",rt  rafa7370428312  carlosmoracaste  ranulfo  chiquito odiado  yakuperez
Fri Feb 19 01:25:01 +0000 2021,julioestevesicouret,@yakuperezg @yakuquito @yakuamigos #YakuPérez confirme su @TikTok_Latam @TikTokLatAM @soy_tu_meme #TikTok https://t.co/Nu6x5tlQlR,,0,@yakuperezg @yakuquito @yakuamigos #yakupérez confirme @tiktok_latam @tiktoklatam @soy_tu_meme #tiktok, yakuperezg  yakuquito  yakuamigos  yakupérez confirme  tiktok latam  tiktoklatam  soy tu meme  tiktok
Fri Feb 19 01:22:49 +0000 2021,RadioHuancavilca830am-Noticias,"#YakuPérez llevará reclamo al #Tribunal #Contencioso #Electoral para abrir las #urnas

https://t.co/Rl9QjxDsvP https://t.co/pxHzkI9NHE",,0,#yakupérez llevará reclamo #tribunal #contencioso #electoral abrir #urnas, yakupérez llevará reclamo  tribunal  contencioso  electoral abrir  urnas
Fri Feb 19 01:17:14 +0000 2021,Rafa73,"@carlosmoracaste ""Ranulfo""  hasta de chiquito era odiado el #yakuperez",,1,"@carlosmoracaste ""ranulfo"" chiquito odiado #yakuperez", carlosmoracaste  ranulfo  chiquito odiado  yakuperez
Fri Feb 19 01:12:47 +0000 2021,borisvian1,"#YakuPerez exige que se respete el acuerdo que hizo, cito: 

con ""la mafia de Alcapone"",
con un ""delincuente"",
un ""… https://t.co/N5Mhaf0rLb",,13,"#yakuperez exige respete acuerdo hizo, cito ""la mafia alcapone"", ""delincuente"", ""…", yakuperez exige respete acuerdo hizo  cito  la mafia alcapone    delincuente     
Fri Feb 19 01:05:42 +0000 2021,Frank el Anti 🐀🐀🇪🇨🇨🇦🇧🇴🇧🇷🇨🇱🇸🇻🇨🇴🇻🇪,"RT @RiksinakuyEc: #COYUNTURA | La “narrativa” eco comunitarista de #YakuPérez no es más que un “Caballo de Troya” que, ahora, los neolibera…",,17,"rt @riksinakuyec #coyuntura | “narrativa” eco comunitarista #yakupérez “caballo troya” que, ahora, neolibera…",rt  riksinakuyec  coyuntura    narrativa  eco comunitarista  yakupérez  caballo troya  que  ahora  neolibera 
Fri Feb 19 01:00:12 +0000 2021,Winger Josue Aguilar Estrada,"RT @serio_hablemos: #MarchaDemocratica
#YakuPérez
LA TARDE DE ESTE 18 DE FEBRERO LA MARCHA POR LA DEMOCRACIA LLEGARÁ A CUENCA
Nota: Diana B…",,1,rt @serio_hablemos #marchademocratica #yakupérez tarde 18 febrero marcha democracia llegará cuenca nota diana b…,rt  serio hablemos  marchademocratica  yakupérez tarde 18 febrero marcha democracia llegará cuenca nota diana b 
Fri Feb 19 00:57:40 +0000 2021,royrichard2005,RT @EnMediatica: 🗳️#EcuadorDecide2021🇪🇨 La #segundavuelta será el 11 de abril y las autoridades del @cnegobec no proclama todavía los resul…,,9,rt @enmediatica 🗳️#ecuadordecide2021🇪🇨 #segundavuelta 11 abril autoridades @cnegobec proclama todavía resul…,rt  enmediatica    ecuadordecide2021    segundavuelta 11 abril autoridades  cnegobec proclama todavía resul 
Fri Feb 19 00:49:29 +0000 2021,victor,"RT @TiempoRealEC: 📌.#Elecciones2021Ec |
📍Desde #Loja comenzó la Movilización a #Quito de los pueblos y nacionalidades.
📍Para este fin de se…",,1,rt @tiemporealec 📌#elecciones2021ec | 📍desde #loja comenzó movilización #quito pueblos nacionalidades 📍para fin se…,rt  tiemporealec   elecciones2021ec    desde  loja comenzó movilización  quito pueblos nacionalidades  para fin se 
Fri Feb 19 00:43:53 +0000 2021,Vania Ávila,¿Qué pasa en #Ecuador que aún no se sabe quién contenderá en Ballotaje con el correísta #AndrésArauz el prox 11 de… https://t.co/jCmeVgJ9MP,,0,¿qué pasa #ecuador aún sabe quién contenderá ballotaje correísta #andrésarauz prox 11 de…, qué pasa  ecuador aún sabe quién contenderá ballotaje correísta  andrésarauz prox 11 de 
