created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet
Fri Feb 19 00:40:55 +0000 2021,Sebas Crespo Arévalo.,"Que toda Latinoamérica conozca el robo que está cada día demacrando al Ecuador, @yakuperezg si habla con la verdad.… https://t.co/ULyGpJeRWW","{'id': '013cb38e7fe501ae', 'url': 'https://api.twitter.com/1.1/geo/id/013cb38e7fe501ae.json', 'place_type': 'city', 'name': 'Cuenca', 'full_name': 'Cuenca, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-79.6006399991329, -3.17511400056148], [-78.8480589972169, -3.17511400056148], [-78.8480589972169, -2.55697599983637], [-79.6006399991329, -2.55697599983637]]]}, 'attributes': {}}",0,"toda latinoamérica conozca robo cada día demacrando ecuador, @yakuperezg si habla verdad…",toda latinoamérica conozca robo cada día demacrando ecuador   yakuperezg si habla verdad 
Fri Feb 19 00:36:54 +0000 2021,ecuadorenvivo,"#ENVIDEO #CarlosVera: '¡Qué pena!, hemos conocido al verdadero #YakuPérez ' https://t.co/ajwfHa2Q4S @CarlosVerareal https://t.co/oL5EWN8kuu",,14,"#envideo #carlosvera 'qué pena, conocido verdadero #yakupérez ' @carlosverareal", envideo  carlosvera  qué pena  conocido verdadero  yakupérez    carlosverareal
Fri Feb 19 00:32:07 +0000 2021,jaime brito solano,RT @ismaelbritoc: Tomen algo en cuenta si #YakuPérez no apoya a #GuillermoLasso es obvio que los indígenas no lo hagan. Y me pongo a pensar…,,2,rt @ismaelbritoc tomen cuenta si #yakupérez apoya #guillermolasso obvio indígenas hagan pongo pensar…,rt  ismaelbritoc tomen cuenta si  yakupérez apoya  guillermolasso obvio indígenas hagan pongo pensar 
Fri Feb 19 00:29:37 +0000 2021,TELEPRODUCCIONES ECUATORIANAS,#Ecuador simpatizantes del candidato a la presidencia #YakuPérez  realizan movilización en las calles 9 de octubre… https://t.co/KZrdlrsp7P,"{'id': '009924a469d7ace1', 'url': 'https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json', 'place_type': 'city', 'name': 'Guayaquil', 'full_name': 'Guayaquil, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-80.4676050033072, -3.06371600046572], [-79.7147810026682, -3.06371600046572], [-79.7147810026682, -1.96227400010509], [-80.4676050033072, -1.96227400010509]]]}, 'attributes': {}}",6,#ecuador simpatizantes candidato presidencia #yakupérez realizan movilización calles 9 octubre…, ecuador simpatizantes candidato presidencia  yakupérez realizan movilización calles 9 octubre 
Fri Feb 19 00:17:01 +0000 2021,Antonio Vélez,RT @PrimeraPlanaECU: El @cnegobec no resolvió el pedido de recuento de votos solicitado por el candidato presidencial  #YakuPérez.  Hubo do…,,73,rt @primeraplanaecu @cnegobec resolvió pedido recuento votos solicitado candidato presidencial #yakupérez do…,rt  primeraplanaecu  cnegobec resolvió pedido recuento votos solicitado candidato presidencial  yakupérez do 
Fri Feb 19 00:12:39 +0000 2021,Beto,"#yakuperez,  dice que se unan a la marcha del orgullo que se adelantó!🏳️‍🌈",,0,"#yakuperez, dice unan marcha orgullo adelantó🏳️‍🌈", yakuperez  dice unan marcha orgullo adelantó    
Thu Feb 18 23:54:00 +0000 2021,Erick David Mackay-Rubio,"RT @erickmacr: Usando mi libertad de expresión, rechazo esta caricatura. Dice no estar afirmando q el #FraudeElectoral a Yaku Pérez Guartam…",,1,"rt @erickmacr usando libertad expresión, rechazo caricatura dice afirmando q #fraudeelectoral yaku pérez guartam…",rt  erickmacr usando libertad expresión  rechazo caricatura dice afirmando q  fraudeelectoral yaku pérez guartam 
Thu Feb 18 23:45:36 +0000 2021,Tutito®,@InformateEcua Obvio lo correcto es dar el voto al candidato que esté en contra del Correismo no como #AndresArauz… https://t.co/vUYDzT45OV,,0,@informateecua obvio correcto dar voto candidato correismo #andresarauz…, informateecua obvio correcto dar voto candidato correismo  andresarauz 
Thu Feb 18 23:36:21 +0000 2021,Richard Pachacama,"RT @linea_ec: #YakuPérez ""Ni sueñen que apoyaremos a la delincuencia organizada de Guillermo Lasso""

#Urgente 🔴 https://t.co/FSvLVscK1E",,42,"rt @linea_ec #yakupérez ""ni sueñen apoyaremos delincuencia organizada guillermo lasso"" #urgente 🔴",rt  linea ec  yakupérez  ni sueñen apoyaremos delincuencia organizada guillermo lasso   urgente  
Thu Feb 18 23:33:05 +0000 2021,Al Son del 23,RT @la_iguanatv: ¿Ecosocialista de izquierda? Toda la verdad sobre el desconocido candidato presidencial #YakuPérez | La iguana TV 🦎 https:…,,5,rt @la_iguanatv ¿ecosocialista izquierda? toda verdad desconocido candidato presidencial #yakupérez | iguana tv 🦎,rt  la iguanatv  ecosocialista izquierda  toda verdad desconocido candidato presidencial  yakupérez   iguana tv  
Thu Feb 18 23:13:51 +0000 2021,KATTIA RIZOR,En estos momentos reportan que los simpatizantes de #yakuperez realizan movilizaciones en las calles 9 de Octubre y… https://t.co/19kJsxG5gU,,0,momentos reportan simpatizantes #yakuperez realizan movilizaciones calles 9 octubre y…,momentos reportan simpatizantes  yakuperez realizan movilizaciones calles 9 octubre y 
Thu Feb 18 23:07:00 +0000 2021,Asuntos Internacionales | Movimiento Ciudadano,"#EleccionesEcuador2021 
Simpatizantes del líder indígena y candidato a la presidencia #YakuPérez, quien pelea por e… https://t.co/615xPAF7GC",,0,"#eleccionesecuador2021 simpatizantes líder indígena candidato presidencia #yakupérez, pelea e…", eleccionesecuador2021 simpatizantes líder indígena candidato presidencia  yakupérez  pelea e 
Thu Feb 18 23:04:30 +0000 2021,esperanza,"RT @AlbertoAcostaE: DESDE ECUADOR PARA LOS PUEBLOS,
LAS IZQUIERDAS Y LAS MUJERES DEL MUNDO
No es solo a #YakuPerez
ni siquiera al movimient…",,116,"rt @albertoacostae ecuador pueblos, izquierdas mujeres mundo solo #yakuperez siquiera movimient…",rt  albertoacostae ecuador pueblos  izquierdas mujeres mundo solo  yakuperez siquiera movimient 
Thu Feb 18 22:58:13 +0000 2021,Feunassc Federación Seguro Campesino Manabí,El pueblo Ecuatoriano llegando a #Cne en respaldo a #YakuPerez https://t.co/8AES0ZkKXJ a través de @FacebookWatch E… https://t.co/MPGSgDW8vO,,0,pueblo ecuatoriano llegando #cne respaldo #yakuperez través @facebookwatch e…,pueblo ecuatoriano llegando  cne respaldo  yakuperez través  facebookwatch e 
Thu Feb 18 22:53:33 +0000 2021,LA MAGIA TV,#ATENCION ⛔En estos momentos reportan simpatizantes #YakuPerez  realizando movilizaciones en las calles 9 de octubr… https://t.co/Tcv3J0bRfY,,0,#atencion ⛔en momentos reportan simpatizantes #yakuperez realizando movilizaciones calles 9 octubr…, atencion  en momentos reportan simpatizantes  yakuperez realizando movilizaciones calles 9 octubr 
Thu Feb 18 22:45:12 +0000 2021,Zaracay Televisión,"#Nacional | Pachakutik inicia movilizaciones, #YakuPérez se les unirá en Cuenca 

El fin de esta marcha es para que… https://t.co/S1Fa2yw1PV",,0,"#nacional | pachakutik inicia movilizaciones, #yakupérez unirá cuenca fin marcha que…", nacional   pachakutik inicia movilizaciones   yakupérez unirá cuenca fin marcha que 
Thu Feb 18 22:42:38 +0000 2021,WQ Radio,"#WQNoticias / Una marcha indígena partió desde el sur del país hacia la Atenas del Ecuador, donde tienen previsto e… https://t.co/e9hTb7Gk5v",,0,"#wqnoticias / marcha indígena partió sur país hacia atenas ecuador, previsto e…", wqnoticias   marcha indígena partió sur país hacia atenas ecuador  previsto e 
Thu Feb 18 22:36:33 +0000 2021,gatoguevara,RT @teleiguana: ¿Ecosocialista de izquierda? Toda la verdad sobre el desconocido candidato presidencial #YakuPérez | La iguana TV 🦎 https:/…,,3,rt @teleiguana ¿ecosocialista izquierda? toda verdad desconocido candidato presidencial #yakupérez | iguana tv 🦎,rt  teleiguana  ecosocialista izquierda  toda verdad desconocido candidato presidencial  yakupérez   iguana tv  
Thu Feb 18 22:18:34 +0000 2021,LaIguanaTV,¿Ecosocialista de izquierda? Toda la verdad sobre el desconocido candidato presidencial #YakuPérez | La iguana TV 🦎 https://t.co/fncr8AyQvv,,5,¿ecosocialista izquierda? toda verdad desconocido candidato presidencial #yakupérez | iguana tv 🦎, ecosocialista izquierda  toda verdad desconocido candidato presidencial  yakupérez   iguana tv  
Thu Feb 18 22:18:27 +0000 2021,La iguana TV,¿Ecosocialista de izquierda? Toda la verdad sobre el desconocido candidato presidencial #YakuPérez | La iguana TV 🦎 https://t.co/Zgyd1nAayu,,3,¿ecosocialista izquierda? toda verdad desconocido candidato presidencial #yakupérez | iguana tv 🦎, ecosocialista izquierda  toda verdad desconocido candidato presidencial  yakupérez   iguana tv  
Thu Feb 18 22:14:15 +0000 2021,JRE Ecuador,"El #FrentePopular, el @FUTtrabajadores y demas organizaciones sociales anuncian mañana acciones a tomar ante el… https://t.co/99ZAiIHLJm",,1,"#frentepopular, @futtrabajadores demas organizaciones sociales anuncian mañana acciones tomar el…", frentepopular   futtrabajadores demas organizaciones sociales anuncian mañana acciones tomar el 
Thu Feb 18 22:09:40 +0000 2021,Lucas Lodeiro,"RT @El_Ciudadano: El #CNE no aprobó el informe para el recuento oficial de los sufragios, como se había acordado en un reunión sostenida pr…",,1,"rt @el_ciudadano #cne aprobó informe recuento oficial sufragios, acordado reunión sostenida pr…",rt  el ciudadano  cne aprobó informe recuento oficial sufragios  acordado reunión sostenida pr 
Thu Feb 18 22:02:00 +0000 2021,El Ciudadano,"El #CNE no aprobó el informe para el recuento oficial de los sufragios, como se había acordado en un reunión sosten… https://t.co/0rSbPmCqgL",,1,"#cne aprobó informe recuento oficial sufragios, acordado reunión sosten…", cne aprobó informe recuento oficial sufragios  acordado reunión sosten 
Thu Feb 18 22:01:28 +0000 2021,Rogelio Nahuel,RT @dw_espanol: El movimiento #Pachakutik que respalda las denuncias de fraude de su candidato #YakuPérez inició una #marcha hacia Quito pa…,,12,rt @dw_espanol movimiento #pachakutik respalda denuncias fraude candidato #yakupérez inició #marcha hacia quito pa…,rt  dw espanol movimiento  pachakutik respalda denuncias fraude candidato  yakupérez inició  marcha hacia quito pa 
Thu Feb 18 21:52:58 +0000 2021,Al Día Online,"📩#Decisión2021 | #EleccionesEcuador2021
El candidato #YakuPérez manifestó que, la movilización social impulsada por… https://t.co/mHtDwJu0Kb",,2,"📩#decisión2021 | #eleccionesecuador2021 candidato #yakupérez manifestó que, movilización social impulsada por…",  decisión2021    eleccionesecuador2021 candidato  yakupérez manifestó que  movilización social impulsada por 
Thu Feb 18 21:43:21 +0000 2021,Austro Información,"#CUENCA | #AHORA 
Pesé a la fuerte lluvia 🌧️ que se registra la marcha del movimiento INDÍGENA, avanza sobre la Av.… https://t.co/6YVU9dp4iA",,0,"#cuenca | #ahora pesé fuerte lluvia 🌧️ registra marcha movimiento indígena, avanza av…", cuenca    ahora pesé fuerte lluvia    registra marcha movimiento indígena  avanza av 
Thu Feb 18 21:35:20 +0000 2021,NoticieroEcuadoradio,El acuerdo para el #reconteo de votos pactado entre los candidatos presidenciales #GuillermoLasso (Creo-PSC) y… https://t.co/g882DL0MQN,,0,acuerdo #reconteo votos pactado candidatos presidenciales #guillermolasso (creopsc y…,acuerdo  reconteo votos pactado candidatos presidenciales  guillermolasso  creopsc y 
Thu Feb 18 21:35:09 +0000 2021,Radio Quito,El acuerdo para el #reconteo de votos pactado entre los candidatos presidenciales #GuillermoLasso (Creo-PSC) y… https://t.co/ijUowOwUhs,,0,acuerdo #reconteo votos pactado candidatos presidenciales #guillermolasso (creopsc y…,acuerdo  reconteo votos pactado candidatos presidenciales  guillermolasso  creopsc y 
Thu Feb 18 21:34:55 +0000 2021,Radio Platinum,El acuerdo para el #reconteo de votos pactado entre los candidatos presidenciales #GuillermoLasso (Creo-PSC) y… https://t.co/OtPvl4496S,,0,acuerdo #reconteo votos pactado candidatos presidenciales #guillermolasso (creopsc y…,acuerdo  reconteo votos pactado candidatos presidenciales  guillermolasso  creopsc y 
Thu Feb 18 21:30:00 +0000 2021,Statecraft,"#Ecuador’s electoral authorities suspended the recount of votes from the first round of the presidential election,… https://t.co/PqnV8tel0h",,1,"#ecuador’s electoral authorities suspended the recount of votes from the first round of the presidential election,…", ecuador s electoral authorities suspended the recount of votes from the first round of the presidential election  
Thu Feb 18 21:25:53 +0000 2021,Matices Magazin,"RT @amerika21: Kritische Stimmen aus #Argentinien zum vorgeblich ""öko-linken"" Kandidaten bei den Präsidentschaftswahlen in #Ecuador #YakuPé…",,5,"rt @amerika21 kritische stimmen aus #argentinien zum vorgeblich ""ökolinken"" kandidaten bei den präsidentschaftswahlen in #ecuador #yakupé…",rt  amerika21 kritische stimmen aus  argentinien zum vorgeblich  ökolinken  kandidaten bei den präsidentschaftswahlen in  ecuador  yakupé 
Thu Feb 18 21:25:20 +0000 2021,Matices Magazin,RT @amerika21: #Ecuador: der Nationale Wahlrat hat die mit den Kandidaten #YakuPérez und #GuillermoLasso getroffene Absprache für eine Neua…,,3,rt @amerika21 #ecuador der nationale wahlrat hat die mit den kandidaten #yakupérez und #guillermolasso getroffene absprache für eine neua…,rt  amerika21  ecuador der nationale wahlrat hat die mit den kandidaten  yakupérez und  guillermolasso getroffene absprache f r eine neua 
Thu Feb 18 21:20:42 +0000 2021,Valco,@ETacle @leorocksss1 Jamás pueden contribuir a la solución de la situación tan difícil x no decir grave q atraviesa… https://t.co/tIyKNYvQya,,0,@etacle @leorocksss1 jamás pueden contribuir solución situación tan difícil x decir grave q atraviesa…, etacle  leorocksss1 jamás pueden contribuir solución situación tan difícil x decir grave q atraviesa 
Thu Feb 18 21:08:33 +0000 2021,monita,Verdad...#yakuperez valiste barriga https://t.co/ZsHDjZaeH6,,0,verdad#yakuperez valiste barriga,verdad yakuperez valiste barriga
Thu Feb 18 21:01:03 +0000 2021,Luz María Campos,"RT @FuenteOvejunaEc: @marce_uio_gye Lo que muchos ignoran es lo importante del papel de las cadenas y chismes de la tía del ""wasac"", a #yak…",,5,"rt @fuenteovejunaec @marce_uio_gye ignoran importante papel cadenas chismes tía ""wasac"", #yak…",rt  fuenteovejunaec  marce uio gye ignoran importante papel cadenas chismes tía  wasac    yak 
Thu Feb 18 20:44:18 +0000 2021,#Morenasso2021,RT @ReporteEC: #VacunaGateEC @soyfdelrincon En #Ecuador se aprobó que  primero se vacunan Políticos y sus familiares y después los médicos;…,,3,rt @reporteec #vacunagateec @soyfdelrincon #ecuador aprobó primero vacunan políticos familiares después médicos…,rt  reporteec  vacunagateec  soyfdelrincon  ecuador aprobó primero vacunan políticos familiares después médicos 
Thu Feb 18 20:42:29 +0000 2021,Gustavo,RT @DannyValleP: Mientras los capitalistas salvajes van y regresan de Marte acá no terminamos de contar los votos GENIOS del @cnegobec #yak…,,1,rt @dannyvallep mientras capitalistas salvajes van regresan marte acá terminamos contar votos genios @cnegobec #yak…,rt  dannyvallep mientras capitalistas salvajes van regresan marte acá terminamos contar votos genios  cnegobec  yak 
Thu Feb 18 20:18:18 +0000 2021,ecuadorenvivo,"#ENVIDEO Vera: '¡Qué pena!, hemos conocido al verdadero #YakuPérez ' https://t.co/ajwfHa2Q4S @CarlosVerareal https://t.co/oL5EWN8kuu",,46,"#envideo vera 'qué pena, conocido verdadero #yakupérez ' @carlosverareal", envideo vera  qué pena  conocido verdadero  yakupérez    carlosverareal
Thu Feb 18 20:14:58 +0000 2021,Patotro,RT @MPerezTorres30: #PactoSatanico con #InflujoPsiquico según #yakuperez https://t.co/68OeBJi8Wd,,9,rt @mpereztorres30 #pactosatanico #influjopsiquico según #yakuperez,rt  mpereztorres30  pactosatanico  influjopsiquico según  yakuperez
Thu Feb 18 20:04:12 +0000 2021,Daniel,Mientras los capitalistas salvajes van y regresan de Marte acá no terminamos de contar los votos GENIOS del… https://t.co/A7dA3gKChD,,1,mientras capitalistas salvajes van regresan marte acá terminamos contar votos genios del…,mientras capitalistas salvajes van regresan marte acá terminamos contar votos genios del 
Thu Feb 18 19:57:27 +0000 2021,Fabián Paredes Vanegas,"RT @CreativeNewsTCN: The Creative News
Entrevista José Montaguano Coordinador Mov Pachacutik Tungurahua https://t.co/Vsc7kwM3P1 
#Eleccione…",,1,rt @creativenewstcn the creative news entrevista josé montaguano coordinador mov pachacutik tungurahua #eleccione…,rt  creativenewstcn the creative news entrevista josé montaguano coordinador mov pachacutik tungurahua  eleccione 
Thu Feb 18 19:54:48 +0000 2021,Edmundo,"RT @99hojas: Quienes apoyamos a Lasso en algún momento pensamos apoyar a #YakuPérez si pasaba.

Al ver q perdió enfurecido quiere fijar la…",,4,rt @99hojas apoyamos lasso algún momento pensamos apoyar #yakupérez si pasaba ver q perdió enfurecido quiere fijar la…,rt  99hojas apoyamos lasso algún momento pensamos apoyar  yakupérez si pasaba ver q perdió enfurecido quiere fijar la 
Thu Feb 18 19:45:46 +0000 2021,Homero Rivas,"RT @JVD_ONLINE77: Lo que dijo hoy #YakuPérez en rueda de prensa: 

- Pide la renuncia de todos del #CNE 
- No apoyará a #GuillermoLasso 
-…",,35,rt @jvd_online77 dijo hoy #yakupérez rueda prensa pide renuncia #cne apoyará #guillermolasso …,rt  jvd online77 dijo hoy  yakupérez rueda prensa pide renuncia  cne apoyará  guillermolasso  
Thu Feb 18 19:37:34 +0000 2021,Michele Martinez,RT @CanalRTU: 🔴[#ATENCIÓN] Movilización indígena se encuentra arribando a la provincia del Azuay. Tienen estimado llegar a la ciudad de Qui…,,15,rt @canalrtu 🔴[#atención] movilización indígena encuentra arribando provincia azuay estimado llegar ciudad qui…,rt  canalrtu    atención  movilización indígena encuentra arribando provincia azuay estimado llegar ciudad qui 
